Offense.Code,Offense.Category,Offense.Description,Offense.Level
54637,21655.9(C),DRIVE AUTO W/0 HOV DECAL,M
54664,21656,DRV BLW NRMAL SPD 5+BHND,I
54161,21657,DISOBEY TRAFFIC DIRECTION,I
54178,21658(A),UNSAFE LANE CHANGE/ETC,I
54433,21659,VIOL:THREE-LANE HIGHWAY,I
54341,21660,PASS/YIELD VIOL:MEET VEH,I
54360,21663,DRIVE ON SIDEWALK VIOL,I
31165,21665(A),SWAP MEET OPR NOT RET RPT,M
31169,21665(B),SWAP MEET VEN NOT HAV RPT,M
31179,21672(B),SEL CUT/ETC SPORT TRADCRD,M
54552,21700,OBST DRIVER VIEW/CONTROL,I
54364,21701,INTERFERE W/DRIVER CNTL,I
54179,21703,VEH FOLLOW TOO CLOSELY,I
54232,21706,FOLOW TOO CLOSE:EMERG VEH,I
54513,21707,UNAUTH VEH IN FIRE AREA,I
54417,21708,DRIVE OVER FIRE HOSE,I
52566,21710,POSS/ETC COMP/WOOD KNKLES,M
54524,21711,SWERVING OF TOWED VEHICLE,I
54434,21712(A),ALLOW UNLAWF RIDE/ETC:VEH,I
54339,21712(B),UNLAWFUL RIDING:VEHICLE,I
54681,21715(A),EXCD PASS VEH TW COMB LMT,I
54682,21715(B),EXCD PASS VEH TW COMB LMT,I
54517,21718(A),STOP/PARK VEH ON FREEWAY,I
54613,21720,POCKET BIKES PROHIB AREA,I
54327,21750,OVERTAKE/LEFT PASS VIOL,I
54389,21751,PASS W/O ENOUGH CLEARANCE,I
54228,21752,DRIVE LEFT SIDE VIOLATION,I
54180,21754,VEH:UNLAWFUL PASS RIGHT,I
54181,21755,USE SHOLDER/ETC:PAS RIGHT,I
54640,21760(B),PASS BIKE UNSAFE DISTANCE,I
54641,21760(C),PASS BIKE:-3 FEET,I
54642,21760(D),PASS BIKE UNSAFE SPEED,I
54643,21760(E)(2),PASS BIKE:COLLISION W/INJ,I
54405,21800(A),FAIL YIELD INTERSECT:HWY,I
54427,21800(D),FAIL STOP/YIELD:INOP SIGN,I
54114,21801(A),FT/YIELD BE4 LEFT/U-TURN,I
54601,21801(B),FAIL YIELD:TURNING VEHICL,I
54105,21802(A),ENT THROUGH HWY:W/O YIELD,I
54506,21803(A),FAIL TO YIELD UNTIL SAFE,I
54299,21804(A),FAIL YIELD TRAFIC:HWY ENT,I
54578,21804(B),FAIL YEILD RIGHT-OF-WAY,I
54182,21806(A),FAIL YIELD/ETC:EMERG VEH,I
54466,21806(C),PED FT YIELD/ETC:EMRG VEH,I
54583,21809(A),FAL CAUTION PASS EMGY VEH,I
52536,21810,MFG/SALE/ETC METAL KNUCKL,F
52537,21810,MFG/SALE/ETC METAL KNUCKL,M
54398,21950(A),FAIL YIELD TO PED:XWALKS,I
54183,21950(B),PED IN XWALK STOP/ETC VEH,I
54603,21951,OVRTAKE VEH STOPPED XWALK,I
54535,21952,FAIL YIELD PED ON SIDEWLK,I
54449,21953,PEDSTRN FAIL 2 YLD:OVRHD,I
54162,21954(A),PED NOT STOP:OUT CROSWALK,I
54145,21955,JAYWALKING,I
54184,21956,PED NOT ON LEFT EDGE ROAD,I
54318,21957,HITCHHIKE IN ROADWAY,I
54590,21960(A),PEDESTRIAN/ETC ON FREEWAY,I
54121,21963,FAIL YIELD:BLIND PEDESTRN,M
54514,21966,PEDESTRIAN IN BIKE LANE,I
54529,21970(A),VEH BLOCK XWALK/SIDEWALK,I
52542,22010,MFG/SALE/POSSESS NUNCHAKU,F
52543,22010,MFG/SALE/POSSESS NUNCHAKU,M
26598,22010(A)(1),KNLY FAIL DISCLOSE FACT,M
54220,22100(A),IMPROPER RIGHT HAND TURN,I
54319,22100(B),LEFT TURN INTERSECTN VIOL,I
54409,22100.5,WRONG LANE UTURN VIOL,I
54185,22101(D),FAIL TO OBEY TURN SIGNS,I
54186,22102,ILEGAL UTURN:BUS DIST/ETC,I
54344,22103,UNLAWFL UTURN:RESIDENTIAL,I
54320,22104,TURN BY FIRE STATION VIOL,I
54352,22105,U TURN:OBSTRUCTED VIEW,I
54132,22106,START/BACKUP VEHICLE:HWY,I
54115,22107,UNSAF TURN &/OR NO SIGNAL,I
54149,22108,FAIL SIGNAL B/4 TURN VEH,I
54426,22109,SUDDEN STOP:W/O SIGNALING,I
54492,22110(A),VIOL:METHOD OF SIGNALING,I
54493,22110(B),INOP SIGNL LAMP:ARM SIGNL,I
54467,22111(B),IMP METH:RHT HAND TRN SIG,I
54494,22112(A),SCH BUS DRV:SGNL/STOP VIO,I
54495,22112(B),FAL LOAD/UNLD:SCH BUS STP,I
31124,22179,N/CONFRM MARK GOLD TOLRNC,M
31123,22180,NONCONFORM TRADEMARK:GOLD,M
52518,22210,MFG/ETC LEADED CANE/ETC,F
52519,22210,MFG/ETC LEADED CANE/ETC,M
31189,22256(A),TAX PREPARER VIOLATION,M
54212,22348(B),DRIVE IN EXCESS 100 MPH,I
54422,22348(C),SPEC VEH:WRONG PASS LANE,I
54134,22349,EXCESSIVE SPEED,M
54303,22349(A),EXCEED SPEED ON HIGHWAY,I
54395,22349(B),EXC 55MPH SPEED:2 LANE RD,I
54106,22350,UNSAFE SPEED:PREVAIL COND,I
54418,22352(A),EXCEED PRIMA FACIE SPEED,I
54370,22356(B),EXCEED POSTED SPEED LIMIT,I
54306,22400(A),DRIVE TOO SLOWLY/ETC,I
54532,22405(A),UNSAFE SPEED ON BRIDGE,I
54371,22406(A),TRUCK/ETC EXCEED 55 MPH,I
54616,22406(B),EXCESS SPEED WHILE TOWING,I
54502,22406.1,COMM VEH XCEED MAX SPEED,M
55296,22406.5,TANK W/500+XCEED MAX SPD,I
54374,22407,TRUK/ETC XCEED POSTED MPH,I
54437,22409,EXCEED SPEED FOR TIRE/WT,I
52548,22410,MFG/SALE/POSS SHURIKEN,F
52549,22410,MFG/SALE/POSS SHURIKEN,M
54549,22410,METAL TIRE:EXCESS 6MPH,I
54453,22411,MOTOR SCOOTER XCEED 15MPH,I
31203,22430(A),MFG/SELL/ETC DECEPTIVE ID,M
31224,22430(A),MFG/SELL/ETC DECEPTIVE ID,F
23140,22435.1,TAKE MARKD CART:RETL ESTB,M
23149,22435.11(A),UNAUTH RETRIEVL SHOP CART,M
23150,22435.12,USE UNIDNT VEH:GET S/CART,M
23127,22435.2(A),REM SHOPPING/LAUNDRY CART,M
23115,22435.2(B),POSS SHOP/LAUNDRY CART,M
23175,22435.2(C),POSS ALTERED SHOPING CART,M
23182,22435.2(D),ABANDON SHOP/LAUNDRY CART,M
23137,22435.2(E),ALTER/ETC SHOP/LAUND CART,M
23136,22435.2(F),POSS CARTS:SPEC CIRC,M
31230,22441(A)(1),ILLEGAL IMM CONSULT:FORMS,M
31246,22442.2(A)(1),IMMG CONSULT BONDING REQ,M
31279,22442.2(A)(2),IMM CNSULT:NOTICE:NOT ATN,M
31280,22442.2(A)(3),IMMG CNSLT:POST SRVC FEE,M
31281,22442.2(A)(4),POST NAM:IMMG CNSLT EMPLD,M
31231,22444(D),UNLAW CHG REFERRAL FEE,M
54167,22450(A),FAIL STOP VEH:XWALK/ETC,I
54203,22451(A),FAIL STOP/ETC:RR XING/ETC,I
54662,22451(B),NO DRVR PED THRU RR GATE,I
54665,22452(B),BUS/ETC FAIL STOP RR XING,I
54310,22454(A),PAS/ETC SCH BUS FLASH RED,I
54679,22455(A),VEND FROM VEH W/O STOP,I
54677,22456(D),WRN SIGN VIO:ICE CREAM TR,I
54678,22456(E),VEND FROM ICE CRM TRK REQ,I
54330,22500,PARKING/ETC VIO:SPEC CIRC,I
54537,22500(H),PARK UNLAW:DOUBLE PARKING,I
54663,22500.1,NO PARK/STOP ETC FIRE LN,I
54379,22502,PARALLEL PARKING VIOL,I
54475,22504(A),STOP/PARK ON ROADWAY,I
54353,22505(B),STOP/PARK/ETC:RESTRICTED,I
26689,22505.5(A),USE SFTWR CIRCMVNT TICKET,M
54221,22507.8(A),PARK IN SPACE FOR DISABLE,I
31191,22513(B),SOLICT/ETC TOW/ETC:UNAUTH,M
31192,22513(C),TOW TRUCK MOVE VEH:UNAUTH,M
54346,22514,PARK/ETC BY FIRE HYDRANT,I
54496,22515(A),FAIL SET BRK/ETC:UNAT VEH,I
54497,22515(B),FAIL PRVENT MOVE:UNAT VEH,I
54406,22516,FAIL PROVIDE ESC:LOCK VEH,I
54477,22517,VEH DOOR OPEN TO TRAFFIC,I
54187,22520.5,VEND ON/NEAR FREEWAY:W/PR,M
54351,22520.5(A),VENDING ON/NEAR FREEWAY,I
54362,22520.6(A),VEND/ETC:HWY RESTSTOP/ETC,I
54472,22521,PARK ON OR NEAR RR TRACK,I
54311,22523,ABANDON VEHICLE ON HIWAY,I
54378,22526,INTERSECT/ETC:NO CLEARNCE,I
52459,22610(A),FELON POSS/ETC STUN GUN,M
52460,22610(B),ADDICT POSS/ETC STUN GUN,M
52461,22610(C)(1),ILL SELL/ETC STUN GUN:MNR,M
52694,22610(C)(1),ILL SELL/ETC STUN GUN MNR,I
52462,22610(D),MINOR -16 POSS STUN GUN,M
52498,22615(A),MISSNG MFG STAMP STUN GUN,M
52499,22615(B),MISSING MFG SERIAL NBR,M
52695,22625(A),SELL STUN GUN W/O MANUAL,I
54683,22658(G)(1)(B),UNINTERRUPTED TOWS,I
31267,22658(K)(1),FAIL ACCEPT VALID PAYMENT,M
54579,22658(K)(2),FAIL DISPLAY PAYMENT TYPE,M
31287,22658(N)(C)(3),VEH TOWED ACCESS TO PHONE,M
28031,22753(A),UNAUTH POS GROC PALET/ETC,F
28032,22753(A),POSS GROC PALET/ETC:UNATH,M
52606,22810(A),UNLAWFL POSS/USE TEAR GAS,F
52653,22810(A),UNLAWFL POSS/USE TEAR GAS,M
52607,22810(B),NARC ADCT POS/ETC TEARGAS,M
52608,22810(C),SELL/FURNISH TEAR GAS:MNR,F
52609,22810(C),SELL/FURNISH TEAR GAS:MNR,M
52610,22810(D),MINOR POS/ETC:TR GAS/WPN,F
52611,22810(D),MINOR POS/ETC:TR GAS/WPN,M
52612,22810(E)(1),POS/ETC PROJECTILE TR GAS,F
52613,22810(E)(1),POS/ETC PROJECTILE TR GAS,M
52617,22810(E)(3),TEARGAS DISPLAY EXP DATE,M
52614,22810(G)(1),ILUSE TEARGAS/TEARGAS WPN,F
52618,22810(G)(1),ILUSE TEARGAS/TEARGAS WPN,M
52615,22810(G)(2),ILUSE TEARGAS/TG WPN:PO,F
52616,22815(A),MNR:TEARGAS/TG WPN:NO OK,M
26520,22852.5(B),OBT VEH W/LEIN:FRAUD/ETC,M
52501,22900,SELL TEARGAS/TEARGAS WPN,M
52646,22910(A),ALTER SERIAL NBR:TEAR GAS,M
52656,22910(A),ALTER SERIAL NBR:TEAR GAS,F
52657,22910(B),POSS ALT SER NBR:TEAR GAS,M
52658,22910(B),POSS ALT SER NBR:TEAR GAS,F
41068,22972,FAIL DISPLAY REQ LICENSE,M
31253,22974,RET PURCHASE INVOICE VIOL,M
31254,22974.3(A)(3),SEIZD UNSTMPD CIGRETTS/20,M
31255,22974.5,FAIL TO DISPLAY LICENSE,M
31256,22980.2(A),SELL TOBACCO W/O LICENSE,M
54005,23103,RECKLESS DRIVING,M
54086,23103(A),RECKLESS DRIVING:HIGHWAY,M
54087,23103(B),RECKLESS DRIVING:PARK LOT,M
54333,23103.5,PLEA TO 23103 IN LIEU OF,X
54079,23104(A),RECKLESS DRIVING W/INJURY,M
54065,23104(B),RECK DRIV:GBI:SP/PR/CNVCT,F
54564,23105(A),RECKLESS DRIVING:SPEC INJ,F
54565,23105(A),RECKLESS DRIVING:SPEC INJ,M
54061,23109,SPEED CONTEST/EXH/BLCK RD,M
54007,23109(A),ILLEGAL SPEED CONTEST,M
54217,23109(B),AIDE/ABET SPEED CONTEST,M
54218,23109(C),AIDE/ABET SPEED EXHIBITN,M
54219,23109(D),BLOCK/ETC RD:SPEED CONTES,M
54647,23109.1,ILLEGAL SPEED CONTEST:INJ,M
54648,23109.1,ILLEGAL SPEED CONTEST:INJ,F
13055,23110(A),THROW SUBSTANCE AT VEH,M
13054,23110(B),THROW SUB AT VEH:INT:GBI,F
54170,23111,THROW/ETC CIG/ETC:HWY/ETC,I
54163,23112,TOSS/ETC MATTER:HWY/ETC,I
54589,23112.5(A),HAZ MAT SPILL:NOTIFIY CHP,M
54602,23113(A),FAIL REMOVE SPILLED MATRL,I
55206,23114(A),IMPROP VEH:SPILL/ETC:HWY,M
55160,23114(B),ILL TRANSP AGGREGATE:HWY,M
54507,23114(B)(1),TRNSP AGGREGTE:CARGO VIOL,M
54509,23114(E),AGGREGATE:FAL COVER LOAD,M
54508,23114(E)(1),TRNSP AGGREGTE UNCVRD:HWY,M
54498,23115(A),FAIL COVER RUBBISH VEH LD,I
54188,23116(A),CARRY PERSON:BACK:TRUCK,I
54368,23116(B),RIDE BACK MOTORTRUCK VIOL,I
54671,23117,TRNSPRT OF ANM W/O RSTRNT,I
54566,23123(A),USE CELLPH W/DRIV W/O HFD,I
54568,23123.5(A),NO TEXT-BASED COMM W/DRIV,I
54655,23123.5(A),NO HND HLD DEVICE W/DRIVE,I
54567,23124(B),USE CELL PH W/DRIV:UND 18,I
54123,23127,OPR MOTOR VEH:TRAILS/PATH,M
42095,23136(A),DUI:UNDR 21YR W/BA.01,I
54158,23140,DUI:-21,I
54139,23140(A),MINOR DRIVE W/BAC 0.05,I
42073,23152(A),DUI ALCOHOL/DRUGS,M
42085,23152(A),DUI ALCOHOL/DRUG W/PRIORS,F
42100,23152(A),DUI W/PRIORS:PER 23550 VC,F
42104,23152(A),DUI ALCOHOL,M
54156,23152(A)/23152(B),DUI:ALCOHOL/DRUGS,M
42088,23152(B),DUI ALCOHOL/0.08 PERCENT,M
42099,23152(B),DUI 0.08 W/PR:PER 23550VC,F
42079,23152(C),ADDICT DRIVE VEHICLE,M
42090,23152(D),DUI:ALC/.04 COMERCIAL VEH,M
42105,23152(E),DUI DRUG,M
42126,23152(E),DUI:ALC/.04 PASS FOR HIRE,M
42106,23152(F),DUI ALCOHOL/DRUG,M
42116,23152(F),DUI ANY DRUG,M
42117,23152(G),DUI ALCOHOL AND DRUG,M
42069,23153(A),DUI:ALC/DRUG:RSLT:BOD INJ,F
42092,23153(A),DUI ALC/DRUGS:BODILY INJ,M
42107,23153(A),DUI ALCOHOL:CAUSE BOD INJ,F
42112,23153(A),DUI ALCOHOL:CAUSE BOD INJ,M
42074,23153(B),DUI .08 ALCOHOL:BODLY INJ,F
42113,23153(B),DUI .08 ALCOHOL:BODLY INJ,M
42076,23153(D),DUI:ALC .04:CMRCL VEH:INJ,F
42108,23153(E),DUI DRUG:CAUSE BODILY INJ,F
42111,23153(E),DUI DRUG:CAUSE BODILY INJ,M
42109,23153(F),DUI ALC/DRUG:CAUS BOD INJ,F
42110,23153(F),DUI ALC/DRUG:CAUS BOD INJ,M
42118,23153(F),DUI DRUG:CAUSE BODILY INJ,M
42119,23153(F),DUI DRUG:CAUSE BODILY INJ,F
42120,23153(G),DUI ALC/DRUG:CAUS BOD INJ,M
42121,23153(G),DUI ALC/DRUG:CAUS BOD INJ,F
42101,23154(A),DUI W/PROB:23152/23153,I
42091,23220,DRINK WHILE DRIVING,I
42122,23220(A),DRNK ALC/MARIJ WHLE DRVNG,I
42123,23220(B),DRNK ALC/MARIJ AS PASSNGR,I
54361,23221,DRINK ALC IN VEH ON HWY,I
42124,23221(A),ALC/MARIJ IN VEH ON HWY,I
42125,23221(B),ALC/MARIJ AS PASSENGR HWY,I
54090,23222(A),POSS OPEN CONTAINER:DRIVE,I
42080,23222(B),POSS MARIJUANA W/DRIVING,M
42103,23222(B),POSS MARIJUANA WHILE DRIV,I
54581,23223(A),DRIVER POSS OPEN ALC CONT,I
54582,23223(B),PASSENGER:W/OPEN ALC CONT,I
54155,23224,ALCOHOL IN VEHICLE:-21,M
54097,23224(A),MNR OPR VEH:CARRY ALC,M
54091,23224(B),RIDER:MNR:POS/ETC ALC:VEH,M
54487,23225(A)(1),OWNER/DRIVER:OPEN ALC:VEH,I
54190,23226,STORE OPEN/ETC ALC IN VEH,I
31193,23247(A),RENT/ETC VEH:INTRLOC PRSN,M
26521,23247(B),ASK PRSN USE INTERLOC DEV,M
26522,23247(C),START VEH W/INTERLOCK DEV,M
26523,23247(D),TAMPR/ETC W/INTERLOCK DEV,M
54312,23247(E),DRIVE W/O INTERLOCK DEV,M
48114,23253,DISOBEY PO:VEH CROSS/TOLL,M
41030,23300,SELL LIQUOR W/O LICENSE,M
41031,23301,SELL LIQUOR W/O LICENSE,M
54450,23302(A),REFUSAL TO PAY TOLLS/ETC,I
54584,23302(A),PERSON FAIL TO PAY TOLL,I
54124,23332,TRESPAS NON-PUB VEH CROSS,M
54342,23336,VEH XING/ETC:SIGN/REG VIO,I
54585,23546(A),3RD DUI CONV WITHIN 10YRS,M
54461,23550(A),DUI W/PR SPEC CONVICTIONS,M
54462,23550(A),DUI W/PR SPEC CONVICTIONS,F
42096,23550.5(A),DUI W/IN 10YRS:PR FEL DUI,M
42097,23550.5(A),DUI W/IN 10YRS:PR FEL DUI,F
54595,23573(I),FAIL INSTAL INTRLCK DEVCE,M
52448,23900,ALTER/ETC F/ARM ID MARK,F
52449,23920,POSS/ETC F/ARM W/O ID MRK,M
54013,24002,UNLAWFUL OPERATION OF VEH,I
54376,24003,VEH WITH UNLAWFUL LAMPS,I
54693,24004,OPERATE AFTER NTC BY OFCR,I
54321,24005,SELL/ETC UNLAWF EQUIPMENT,I
54530,24007(B)(1),SELL VEH W/OUT SMOG REQ,I
54331,24008,MODIFIED VEH RIM HGT VIOL,I
54135,24008.5,VEH EXCEED FRAME HEIGHTS,M
54543,24012,FAIL COMPLY:MOUNTING REQ,I
31223,24046,FAIL POST LIC CONSP PLACE,M
54191,24250,DRIVE WITHOUT LIGHTS:DARK,I
54109,24252(A),FAIL MAINT VEH LITE EQUIP,I
54515,24252(B),LAMP VOLT:85 PER REQ VOLT,I
52528,24310,MFG/ETC CAMO F/A CONTAINR,F
52529,24310,MFG/ETC CAMO F/A CONTAINR,M
54014,24400,HEADLAMP:OPR/AMT/SIZE:VIO,I
54222,24402(A),AUXILIARY DRIVE LAMP VIOL,I
54436,24403,FOG LAMPS VIOL,I
54399,24406,LIGHT DIMMER SWITCH VIOL,I
54544,24407(A),HIGHBEAM PROJECT 350 FEET,I
54407,24407(B),LOWBEAM GLARE VIOLATION,I
54435,24408,BEAM INDICATOR VIOL:VEH,I
54192,24409(A),FAIL DIM BEAMS:ONCOMING,I
54154,24409(B),FAIL DIM BEAMS:FOLLOW VEH,I
52526,24410,MFG/SALE/ETC CANE GUN,F
52527,24410,MFG/SALE/ETC CANE GUN,M
54533,24410(A),SINGLE BEAM:PROPER ADJUST,I
54672,24411,AUX LMPS NOT COVERD W/DRV,I
52532,24510,MFG/ETC F/ARM UNRECOGNIZD,F
52533,24510,MFG/ETC F/ARM UNRECOGNIZD,M
43047,24600,SELL VAPING DEVICE -18 YR,I
54193,24600,TAILLAMP VIOLATIONS,I
54110,24601,FAIL MAINT LIC PLATE LAMP,I
54377,24602(A),FOG TAILLAMPS VIOL,I
54194,24603,STOPLAMP VIOLATIONS,I
54574,24603(A),STOPLAMPS:VEH MUST HAVE,I
54144,24603(B),STOPLAMPS VIOL:SPEC VEH,I
54649,24603(D),STOPLAMPS:VEH 2 REQUIRED,I
54518,24603(E),STOPLAMPS VIOL:N/VISIBLE,I
54195,24604,NO LAMP/FLAG/ETC EXT LOAD,I
54478,24605(A),TOW TRUCK TAILLAMP VIOL,I
54479,24605(B),TOW TRK TAIL/STOP LMP VIO,I
54307,24606,BACKUP LAMPS VIOLATION,I
54499,24607(A),REAR VEH REFLECTOR VIOL,I
54500,24607(B),REF:VEH MFG/REG A/1-1-65,I
54714,24608(A),LGHT REFL TRK/TRLR FR/SID,I
54715,24608(B),LT REFL 30+TRK/TRLR FR/SD,I
52552,24610,MFG/ETC UNDETECT FIREARM,F
52553,24610,MFG/ETC UNDETECT FIREARM,M
54716,24612(A),FLR DISP REFL MAT ON TRLR,I
54213,24615,SLOW MOVE VEH EMBLEM VIOL,I
52554,24710,MFG/SALE/POSS WALLET GUN,F
52555,24710,MFG/SALE/POSS WALLET GUN,M
54347,24800,DRIVE W/PARK LIGHTS ONLY,I
54673,24950,TRN SIG REQ - TOWING TRLR,I
54431,24951(B),TURN SIGNAL VIOLATION,I
54316,24952,VIOL VISBLTY REQ:TURN SIG,I
54387,24953(A),TURN SIGNAL LAMP VIOL,I
52446,25100(A),CRIM STORE F/ARM:1ST DEG,F
52638,25100(A),CRIM STORE F/ARM:1ST DEG,M
54717,25100(A),CLEAR/SIDE MARKR LAMP REQ,I
52447,25100(B),CRIM STORE F/ARM:2ND DEG,M
52639,25100(C),CRIM STORE F/ARM:3RD DEG,M
54442,25102,SIDE LAMPS VIOL,I
54703,25103(A)(B),VEH LD LFT 1+ FT AMB LMP,I
54704,25103(B),VEH LD LFT 1+ FT RED LMP,I
54705,25104(A),RED FLG REQ OVERWIDTH DAY,I
54408,25106(A),FRONT FENDER/ETC LAMP VIO,I
54604,25106(B),LAMP REQUIREMENT VIOLATIO,I
54443,25109,FRONT RUNNING LAMPS VIOL,I
26111,25110,OFR/SELL UNQUALIF SECURTY,F
54687,25110(A)(1),FLOOD LAMP EXCEEDS 75 FT,I
52641,25135,F/A:RESDNCE W/PROHIB PRSN,M
52662,25140(A),F/A:UNATND VEH LOCK TRUNK,I
55168,25160(B)(1),TRNSP HAZ WAST NO PAPR:PR,F
55169,25160(B)(1),TRNSP HAZ WASTE NO PAPERS,M
55170,25163(A)(1),TRNSP HAZ WASTE NO REG:PR,F
55171,25163(A)(1),TRNSP HAZ WAST W/O REG,M
31228,25177,SELL REFILL DISTD SPIRITS,M
55285,25185.6,HAZ WASTE DISPOSAL SECRET,M
55133,25189(C),INTENTNAL DISP HAZD WASTE,M
55134,25189(D),NEGLIGENT DISP HAZD WASTE,M
55105,25189.5(A),DISPOSE HAZARD WASTE VIOL,F
55097,25189.5(B),DISPOSE HAZARD WASTE VIOL,F
55100,25189.5(C),TRANSPORT HAZARDOUS WASTE,F
55118,25189.5(D),HAZARD WASTE STORAGE VIOL,F
55135,25189.6(A),RECKLESS TRANSP HAZ WASTE,F
55136,25189.6(A),RECKLESS TRANSP HAZ WASTE,M
55187,25189.6(B),ENDANGER:HAZ MAT:SBI/DTH,F
55252,25189.7(A),BURN HAZ WASTE W/OUT PERM,M
55144,25191(B)(1),FALSIFY HAZ WASTE RPT/ETC,M
55148,25191(B)(5),TRNSP HAZ/WASTE:NO MANFST,M
55149,25191(B)(6),STORE/ETC/TRNSP HAZ WASTE,M
52453,25200(A),F/A ACCES BY CHILD:PREMIS,M
52645,25200(A),F/A ACCES BY CHLD:PREMISE,M
52644,25200(B),F/A ACCES CHLD:BRNG SCHOL,M
52493,25200(B)(3),F/A ACCES BY CHILD:SCHOOL,M
55132,25217.1,DISP LATEX PAINT:LAND/WAT,M
26594,25230(A),INVEST ADVISER W/OUT CERT,M
52666,25250,REPORT LOSS/THEFT FIREARM,I
54612,25250,ILLEGAL FLASHING LIGHTS,I
52696,25250(A),FAIL REPORT 3+ LOST F/ARM,M
52697,25250(B),FAIL RPRT RECOVERED F/ARM,I
52698,25250(B),FL RPRT RECOVERD F/ARM 3+,M
55138,25250.5,IMP DISP/ETC USED/ETC OIL,M
54674,25251(A),TRN SIG FLSHD VEH DISABLE,I
54685,25253(A),WARNING LAMPS ON TOW TRK,I
54525,25268,MISUSE:AMBER WRNING LGHTS,I
54707,25270,IMPRP USE WRN LAMPS PILOT,I
52699,25275(A),FLS RPRT LOST/STLN F/ARM,I
52589,25300(A),MASKD CRMNL POS F/ARM:PUB,F
52700,25300(A),MSKD PERSN POSS F/ARM PUB,M
41058,25351,POSS ALC BEV:CAN BE SEIZD,M
52479,25400(A)(1),CCW IN VEHICLE,F
52480,25400(A)(1),CCW IN VEHICLE,M
52475,25400(A)(2),CCW ON PERSON,F
52476,25400(A)(2),CCW ON PERSON,M
52477,25400(A)(3),CCW IN VEHICLE:OCCUPANT,F
52478,25400(A)(3),CCW IN VEHICLE:OCCUPANT,M
54594,25400(B),DIFFUSED LIGHT:NO RED,I
52474,25400(C)(1),CCW IN VEH W/PR FEL CONV,F
52473,25400(C)(2),CARRY CONCEALED STLN WPN,F
52472,25400(C)(3),CCW CRIM ST GANG:ACTIVE,F
52471,25400(C)(4),CCW PROHIB/UNLAWFUL POSS,F
52469,25400(C)(5),CCW W/SPECIFIC CONVICTION,F
52470,25400(C)(5),CCW W/SPECIFIC CONVICTION,M
52597,25400(C)(6),CCW ON PERSON:LOADED,M
52598,25400(C)(6),CCW ON PERSON:LOADED,F
52660,25400(C)(6)(B),CCW OWNER NOT REG W/DOJ,M
52661,25400(C)(6)(B),CCW OWNER NOT REG W/DOJ,F
52663,25400(F),CCW LOADED NOT REG W/DOJ,F
26156,25401,SEL/BUY SECURITY BY FRAUD,F
55253,25507(A),FAIL RPT RELEASE HAZ MAT,M
26140,25540,VIOL CORP SECURITIES LAW,F
55172,25540(B),VIOL HAZ MATERIAL PROCEDR,M
26120,25541,FRAUD:USE DEVICE/SCHEME,F
41052,25601,DISORDERLY HOUSE,M
41055,25602(A),SELL ALC TO INTOX PERSON,M
58020,25603,BRING LIQUOR INTO PRISON,F
41032,25604,UNLICENSED CLUB ROOM,M
41059,25606,HIDE/ETC ILL LIQ/ETC:VEH,M
41056,25607(A),LICENSEE POSS UNAUTH LIQ,M
41034,25608,POSS LIQUOR SCHOOL PROP,M
41079,25608.1,NO ALC BEV:OPEN/CLSD:SPEC,I
41060,25609,SEL/ETC SUBSTUTE BRND:LIQ,M
41069,25612.5(C)(1),FAIL TO POST:NO LOITERING,M
41077,25612.5(C)(10),APP OPER STNDRS VIOLATION,M
41070,25612.5(C)(2),LIC FAIL POST REQ SIGN,M
41071,25612.5(C)(3),NO ALC BEV CONSMD:RTL EST,M
41072,25612.5(C)(4),EXTR PREMS/ETC:ILLUMINATE,M
41073,25612.5(C)(5),LITTER CLEANED DAILY,M
41074,25612.5(C)(6),GRAFFITI REMOVED W/IN 72H,M
41075,25612.5(C)(7),UNOBSTRUCTED VIEW FOR LEP,M
41076,25612.5(C)(8),PUBLIC PHONE:REQ DEVICE,M
41067,25616,FALSIFY RECORDS:SALES ALC,M
41063,25620,POSS OPEN ALCOHOL:PUBLIC,I
41035,25631,SELL ALCOHOL AFTER HOURS,M
41036,25632,PERMIT ALC CONSUMP AFT HR,M
54605,25650,MOTORCYC H/LAMP:1REQ/2PRM,I
54230,25651,MOTORCYCLE HEADLAMP VIOL,I
41037,25657(A),HIRE PROCURE LIQUOR SALE,M
41038,25657(B),PERMIT ALCOHOL SOLICITING,M
43029,25658(A),SELL/ETC LIQUOR TO MINOR,M
8001,25658(B),MINOR BUY LIQUOR IN BAR,M
43030,25658(C),LET MINOR DRINK LIQUOR,M
8032,25658.5,MINOR ATTEMPT TO BUY ALC,I
31278,25659.5(A),KEG ID TAG VIOLATION,M
31245,25659.5(C),POSS KEG BEER W/O REQ ID,M
41078,25659.5(D),BUY KEG BEER W/FALSE ID,M
43033,25660.5,FURNISH MINOR W/FALSE ID,M
8002,25661,POSS/USE FALSE ID OF AGE,M
8042,25661(A),POSS/USE FALSE ID OF AGE,M
41062,25662(A),MINOR POSSESS ALCOHOL,M
43041,25663(A),USE MINOR LIQUOR PREMISES,M
43044,25663(B),UNSUPV MNR SALE LIQUOR,M
43032,25664,ADV:ENCORAGE MNR TO DRINK,M
8004,25665,MINOR IN LIQUOR PREMISES,M
52568,25800(A),CARRY LOAD F/ARM:COMT FEL,F
52569,25800(A),CARRY LOAD F/ARM:COMT FEL,M
