CDS.Code,Offense.Description,Offense.Level
26634,USE VEH DISABL PLATE:PRKG,M
54148,FAIL PROVIDE VEH REG:PO,I
25063,SHO ON VEH/GIV PO FLS DOC,I
54419,UNLAWF POSS VEH REG/ETC,M
25065,SHO ON VEH/GIV PO FLS REG,M
25098,FORGE/ALTER VEH REG/ETC,M
25099,UTER/ETC FAKE VEH REG/ETC,M
25079,FORGE/ETC DISABLD PLACARD,M
26512,PASS/ETC FAKE DISABL PLAC,M
26513,FRAUD:POS/ETC DISABL PLAC,M
26514,SHO/ETC DISABL PLAC:FRAUD,M
25106,FORGE/ETC CLEAN AIR STKER,I
25107,PASS FALSE CLEAN AIR STKR,I
25108,POS/ETC FLSE CLN AIR STKR,I
25109,POS GENUINE CLN AIR STKR,I
25080,MFG/ETC FAK/ETC LIC PLATE,M
54338,DISPLAY ALTERED LIC PLATE,I
62087,TAKE MARINE MAMMAL VIOL,M
13230,BATTERY BY GASSING ON PO,M
49098,ESC JAIL/ETC:MIS W/O FRCE,M
49089,ESCAPE:FELONY CHG PENDING,M
49101,ESCAPE/ATT FELON FRC/VIOL,M
49102,INMATE 1170.05 ESCAPE,M
49092,ESC:FAIL RET JAIL:WRK/ETC,M
49103,MDSO ESCAPE:MNTL HLTH FAC,M
49104,RESCUE/ATT NONCAP PRISONR,M
48022,UNAUTH COMMUN W/PRISONER,M
48047,UNAUTH COMUN WITH PRISNER,M
44019,FALSE ID ENTER JAIL,M
52157,SEND WEAPON INTO PRISON,M
50161,BRING CELL PH INTO JAIL,M
50162,INMATE POSSESS TOBACCO,I
50163,INMATE POSSES HANDCUF KEY,M
50180,DELIVER CELLPHONE:INMATE,M
50191,OP UNMANNED AIR PRISON,I
29131,DAMAGE JAIL/PRISON/ETC,M
62045,FAIL TO TAG/ETC WILD PIG,M
62133,TAKE BEAR W/O LICENSE,M
62104,BEAR:TAGS/POSS VIOL,M
62057,SELL/ETC BEAR MEAT/ETC,M
62075,INJURE/POS/ETC MOUNTNLION,M
31214,VET MED W/O VALID LICENSE,I
31215,VET MED W/O VALID LICENSE,M
31303,PERF ANIMAL H/CARE WO LIC,M
31206,ACUPUNCTURE W/O LICENSE,M
62165,TAKE/SELL/POSSES TORTOISE,M
66231,SMOKE ON STATE BEACH/PARK,I
54474,IDENT PLATE DISPLAY VIOL,I
54540,IDENTIFICATION PLATE VIOL,I
31115,PRACT PUB ACCT W/O PERMIT,M
54644,DISPLAY LIC PLATES WRONG,I
54645,DISPLY ONE LIC PLATE WRNG,I
54209,LICENS PLATE POSITION VIO,I
54234,LICENS PLATE POSITION VIO,I
54688,TEMP LIC PLATE NOT RPLCED,I
54723,OBSTRUCT OF LIC PLATE,I
54541,LIC PLATE:LVSTCK TRLR VIO,I
54211,LICENSE PLATE DISPLAY VIO,I
54168,EXPIRED TABS/FAIL DISPLAY,I
31156,OPR CHRTR CARIER W/O PRMT,M
31282,OPR CARRIER W/SUSP PERMIT,M
31157,FAIL DISPL CLASS ID:CHRTR,M
54638,OPERAT LIMO W/O XTRA EXIT,M
31268,CHRTR-PRTY CARIER EMP VIO,M
55095,DISCHARGE WASTE ILLEGALLY,M
31269,CHRTR-PRTY CRR:NO DSP SYM,M
31270,NON CHRTR-PRTY CARIER VIO,M
62143,TAKE FULLY PROTECTED FISH,M
62142,TAKE ABALONE:MORATORIUM,M
62089,ABALONE:RESTRICT:COMMERCL,M
31225,PRACT ARCHITECT W/O LIC,M
31226,USE STAMP IMPLY LIC ARCHT,M
31227,FALSE ADV REG BLDG DESGNR,M
55141,POLUT WATER:PETROLEUM/ETC,M
62175,DEP REFUSE/LIME/SLAG IN W,M
62194,DEPT HAZ MAT TO WILDLIFE,M
55093,PUT POLLUTANT NEAR WATERS,M
54391,OWN FAIL GIV/ETC CERT/REG,I
54392,DLR FAIL GIV/ETC CERT/REG,M
54483,FAIL NOTE DMV:VEH SEL/ETC,I
62176,IMPEDING FISH PASSAGE,M
54401,DLR/ETC FAIL NOTE TRANSF,M
54016,FAIL NOTE DMV:OWN TRANSFR,I
31076,BUSINESS W/O SALES PERMIT,M
31158,PRACTICE LAW W/O LICENSE,M
31143,UNAUTH ADV/PRACTICE LAW,M
31233,ATTORNEY WIT DECEIVE CRT,M
31234,ATTNY WILFULY DELAY SUIT,M
31235,WILFUL REC UNANSWER MONEY,M
31265,SOLICIT BUSN FOR ATTNY,M
31266,SOLICIT PERSON TO BE RUNR,M
26282,MAKE/ETC FALSE CERT/ETC,M
66108,WORK FURLOW HOLD/ETC:CDC,X
57042,POST AP OFCL HOME ADD:GBH,M
57043,POST AP OFCL HOME ADD:GBI,M
31239,UNLAWFUL PROV LEGAL SERVS,M
31283,REG REQ:DISBAR/SUSP LAWYR,M
55243,VENT:WRKPLACE:SMOKING VIO,I
31240,FAIL TO PROVIDE CONTRACT,M
31241,LEGAL DOC ASST/UDA VIOL,M
55242,SERIOUS VIOL:STANDARD/ORD,M
31151,VIO:CAUS EMP DETH/IMPRMNT,M
61031,UNFILED QUARTERLY TAX RET,M
61024,FAIL TO FILE TAX RETURN,M
61040,FAIL FURNISH REQRD RETURN,M
46040,SOLICIT HS ACTS W/PR,M
46042,SOLICIT COMPUTER CRIME,M
46043,OFFER SOLICIT COMPTR CRM,M
36266,SEXUALLY VIOLENT PREDATOR,X
57047,DISCLS VIC ID INFO:ATTNY,M
57048,DISCL VIC ID INFO:DCR EMP,M
61022,FAIL PLACE SECURITY TAX,M
26289,FILE FALSE CERT OF REG,M
26290,FLSE USE:ENG/ETC TITL/ETC,M
66228,LESSEE FL COMPLY DEADLINE,M
26308,ADV AS CONTRACTOR W/O LIC,M
31130,CONTRACTING W/O LICENSE,M
31298,CONTRACTING W/O LICENSE,M
31299,CONTRACTING W/SUSPND LIC,M
31258,UNL CONTRCTR:DUR ST EMERG,M
31249,UNLIC CONTRCTR F/COMPLY,M
55143,DEP/ETC HUM RMAIN NOT CEM,M
55043,UNAUTH REMAINS REMOVAL,M
55266,FAL PRFORM INTERMNT DUTIE,M
62181,POSS UNLAWFUL DAILY LIMIT,M
62041,SALE/ETC SPORT FISH/ETC,M
31304,UNLIC CONTR VIOL WRK COMP,M
62064,FAIL POS/ETC LIC:FISH/ETC,I
26363,VRFY/ETC FALS/ETC TAX RET,M
31176,HOME IMPROV SELLER NO REG,M
31056,CONTRCTR VIO HM IMPR CONT,M
31113,CONTRCTR REQ EXCESS $DOWN,M
31284,MISREPRSNT $ HOME IMPROVE,M
31100,COSMETOLOGY/ETC W/O LIC,M
62195,POSSESS/SALE/ETC STURGEON,M
31217,REPOSSESS W/O VALID LIC,M
31153,REPO WORK W/O VALID REG,M
31051,ENGAGE BUSINESS:W/O LIC,M
26291,FALSE USE PI/ETC LICENSE,M
31181,PI CONDCT BUSINES W/O LIC,M
53133,GUARD FAIL POS F/ARM CARD,M
31218,FAIL CRRY ON DUTY:VAL REG,M
62065,OPR W/O COMRCIAL FISH LIC,M
62066,FISH W/O COM LIC:NONRES,M
62080,COMERCL FISHER W/O CDL/ID,M
62093,FAIL POS COM FISH LIC/ETC,M
62070,TAKE SALMON W/O COM STAMP,M
62069,VIO:SHOW/ETC COM BOAT REG,M
62076,FISH REC VIO:COMM/PASENGR,M
62129,FAIL COMPLT LANDING RECT,M
62062,COMM FISHER TRNSP LIC VIO,M
62083,NO LANDNG REC:COMRCL FISH,M
52768,WPN RESTRICTION:MNTL PRSN,M
52654,F/A ETC RSTRCTN:MNTL -5YR,M
62058,INJ/ETC SPEC SMALL SALMON,M
26583,FRAUD:REP AS A NOTARY PUB,M
26584,FRAUDULNT ADV AS A NOTARY,M
26585,PURPORT AS NOTARY PUBLIC,M
62196,SPINY LOBSTER -3.25 INCH,M
62043,TAK/ETC -SIZE DUNGNS CRAB,M
62088,TAKE SWORDFISH W/O PERMIT,M
62148,DIST 10:SQUID VIOLATION,M
31159,PRAC PEST CONTROL W/O LIC,M
62050,USE/ETC NET/ETC:TAKE FISH,M
62134,UNLAW USE OF PURSE SEINE,M
62171,ILLEGAL SIZE NET USED,M
65001,EMERG CURFEW VIOLATION,M
66073,STATE OF EMERGENCY VIOL,M
62032,TAKE SALMON/ETC:GILL NETS,M
62033,SELL FISH TAKEN BY GILNET,M
26591,VIOL ENDOWMENT CARE PROVI,M
54512,DLR SURRENDER LICENSE,M
54081,REG/ETC VEH FOREN JURSDTN,M
39053,SELL/ETC LOTRY TKS TO MNR,M
62135,TAMPER W/MARKED TRAPS,M
62094,FISHING LINE BUOY VIOL,M
62099,FISH/LINE VIOL:SPEC DIST,M
53125,CRIME AGAINST LEGISLATURE,M
26635,LEG USE AUTH TO INTERFERE,M
26636,RETAL AGNST LEGIS EMP,M
54667,COMMERC VEH WGHT FEES DUE,I
54619,FAIL TO DISPLAY WGT DECAL,I
54334,FAIL TO REP WT ALTER/ETC,I
54393,OPR UNDOC VES W/O NUMBERS,I
54394,UNDOC VES FAIL DISPL #,I
54444,IMPROPER #:UNDOC VESSEL,I
31138,AUTO REPAIR DLR LIC VIOL,M
31038,INVOICE FRAUD,M
31160,EST/ETC VIOL:AUTO REPAIR,M
66230,VIOL AUTO REPAIR ACT,M
31286,ADV FEE/SECURE LOAN,M
31116,ACT/ETC RELATR/ETC:NO LIC,M
31273,ID FRAUD:EXAMINATION/APPL,M
31195,FALSE ADV/ETC:RENTAL LIST,M
31196,REFER FALSE/ETC RENTALS,M
31194,RENTAL BUSINES:NO LICENSE,M
52309,USE/POS PROHIB WPN:REFUGE,M
62060,CATCH/ETC FISH/ETC:REFUGE,M
62067,POS/ETC MARINE LIFE:RFUGE,M
48095,FALSE RPT VEH THEFT,M
48054,FALSE REP THEFT TO DECEIV,I
26072,ALTER VEH ID NUMBERS,M
26077,POS/ETC VEH W/ALTERED NBR,M
24067,TAKE VEH W/O OWNER CONSNT,M
23066,THEFT OF BINDER CHAINS,M
29050,TAMPER WITH VEHICLE,M
29051,MALICIOUS MISCHIEF TO VEH,M
29052,BAILEE TAMPER W/VEHICLE,M
27054,EMBEZZLE LEASED/RENTD VEH,M
26176,FRAUD TO OBTAIN AID,M
26165,FRAUD TO OBTAIN AID -$4OO,M
26508,FRAUD:OBTAIN AID $400+,M
26194,FOOD STAMP PROGRAM VIOL,M
26509,FOOD STAMP PROG VIO $400+,M
26515,RUN/ETC DRIVE SCH W/O LIC,M
35347,SELL/ETC SPEC SUB:MINOR,M
35348,MINOR ILL POSS SPEC SUB,M
35384,SELL EPHEDRN/ETC:ILL AMT,M
35339,FAIL RPT:SPEC SUB:O-O-S,M
35386,REC/ETC WIT EVADE RPT REQ,M
35330,POSS ARTICLS:MFG CNTL SUB,M
35322,SEL/ETC CNTL SUB W/O PERM,M
55232,SELL CHEM:BUYER NO ID/ETC,M
31204,NO BUYER/SOURCE RECS:CHEM,M
31205,MFG/ETC NOT KEEP CHEM REC,M
31190,VIOL:UNSAFE DRIVE SCH VEH,M
50089,FURNISH RECORD ILLEGALLY,M
50147,UNAUTH RECEIVE RECORD/ETC,M
31154,VEND/ETC ILL FURNISH INFO,M
35100,WRITE UNAUTH PRESCRIPTION,M
35307,PRESC BY UNLICENSED PERSN,M
35106,ISSUE FALSE PRESCRIPTION,M
35246,FAIL TO KEEP DRUG RECORD,M
55304,PRACT FL RPRT F/ARM INJ,M
55305,PRACT FL RPRT ASSLT INJ,M
35333,PRAC FAIL CALL:WOUND/ETC,M
35334,PRAC FAIL WRITE:WOUND/ETC,M
55306,PRACT FL NTFY LE EXPIRED,M
35335,UNAUTH POSS PRESC BLANKS,M
35267,POSS FAKE PRESCRIP BLANKS,M
35405,ATT OBTAIN CNT SUB PRESCR,M
35248,FILL OUTDATED/ETC PRESCRI,M
55267,MNDT RPTR FAL RPT INCDNT,M
55307,VIOL CONFID MANDATED RPTR,M
35108,CNTL SUB FOR SELF USE,M
35109,PRESCRIBE CNTL SUB VIOL,M
35225,ALTER PRESCRIPTION DATE,M
38062,FAIL REPORT CHILD ABUSE,M
35387,OBTAIN CNTL SUB BY FRAUD,M
35456,FALSE LABEL ON CNTL SUB,M
35112,POSS/ETC NONCONFOR PRESC,M
35191,GET CNTL SUB:N-CONF PRESC,M
35192,ILL C/SUB PRESC:OBT C/SUB,M
35303,POSS CNTL SUB W/O PRESC,M
35241,FAIL KEEP CNTL SUB RECORD,M
31155,UNLAWFL PLACE OF SALE:LIQ,M
35341,UNAUTH FIL/ETC C/SUB PRSC,M
35116,UNAUTH NARCOTIC CENTER,M
40040,BLDG USED F/ILL GAMBLING,M
40041,BLDG USED AS ILL BATHHSE,M
26361,FALSE INFO:ANUL AID ALLOT,M
39037,SOLICIT VISIT TO GAMB SHP,M
39335,SLCIT TO CRAFT GAMBL SHIP,M
39336,TRANSPORT TO GAMBLE SHIP,M
39337,TRANSP TO CRAFT GMBL SHIP,M
54383,VEH VERFIER FAIL KEEP REC,I
39338,VIOL OF ORD FOR ABATEMENT,I
39339,VIOL OF ORD FOR ABATEMENT,M
31200,UNLIC APPRAISE FED REALTY,M
35422,POSSESS NARCOTIC CNTL SUB,M
35398,POSSESS MECLOQUALONE/ETC,M
35382,DISP/ETC DANG DRUG/DEVICE,M
35332,SELL/ETC IN LIEU:CNTL SUB,M
35383,POS CONCENTRATED CANNABIS,M
35429,POSS MARIJUANA 28.5- GRMS,I
35430,POSS MARIJ OVER 28.5 GRAM,I
35431,POSS MARIJ OVER 28.5 GRAM,M
35432,POSS MARIJUANA SCHL GRNDS,M
35433,POSS MARIJUANA SCHL GRNDS,I
35420,POS SYNTHETIC CANNABINOID,M
35427,SEL SYNTHETIC CANNABINOID,M
35428,POS SYNTHETIC CANNABINOID,I
35434,CULTIVATE MARIJ UNDER 18,I
35435,CULT MARIJ -6 PLANTS/-21,I
35436,CULTIVATE MARIJ 6+ PLANTS,M
35450,POSS MARIJ SALE UNDER 18,I
35451,POSS MARIJUANA FOR SALE,M
35446,SELL/TRNSP/ETC MARIJUANA,I
35447,SELL/TRNSP/ETC MARIJUANA,M
35449,TRANPRT/ETC MARIJ 28.5GRM,I
35454,POSS MARIJ DRIVE/RIDE VEH,I
55291,SMOKE MARIJ WHILE DRIVING,M
35438,SMOKE/ING MARIJ PUBLIC PL,I
35439,SMOKE MARIJ TOBACO PROHIB,I
35440,SMOKE/POSS MARIJ SCHL/YTH,I
35441,SMOKE/POSS MARIJ SCHL/YTH,M
35444,VIOL OF PERSONL CULTIVATN,I
35445,VIOL OF PERSONL CULTIVATN,I
35421,QUAL PATNT POS 8+ OZ MARJ,M
35133,CNTL SUB PARAPHERNALIA,M
35402,POSS UNLAW PARAPHERNALIA,M
35423,POSS UNLAW PARAPHERNALIA,M
35418,POSS UNLAW PARAPHERNALIA,M
35309,SELL/ETC DRUG PARAPH:-18,M
35310,BUS LET -18 SEE DRUG PARA,M
35222,DELIVER/ETC DRUG PARAPHNL,M
35336,DEL/ETC DRUG PARAPH MINOR,M
35320,VISIT WHERE CNTL SUB USED,M
35385,KEP PLACE:SEL/ETC N/C/SUB,M
35455,RENT/ETC:SEL/ETC CNTL SUB,M
35399,FORGE NARCOTIC PRESCRIP,M
35410,PR C/S CONV:11351-11352HS,X
35411,PR C/S CONV:11378.5-11383,X
35412,PR C/S CONV:11378-11379HS,X
35426,POSS F/SALE DES CNTL SUB,M
35392,POSS CNTL SUB W/O PRESCRP,M
35419,SELL/DIST SYNTH STIM COMP,M
35353,POSSESS CNTL SUB,M
35397,POSS CNTL SUB:N/PRIOR CON,M
35415,UNLAW POSSESS KETAMINE,M
35390,SELL/ETC IN LIEU:CNTL SUB,M
35413,TRS/ETC SPR/MSH/ETC C/SUB,M
16011,TERIZ:PLACE SYM:PRIV PROP,M
16041,TERRORIZE:HANG NOOSE,M
16042,TERIZ:PLACE SYM:PRIV PROP,M
16020,TEROR:BURN/ETC CROSS/ETC,M
16045,TERROR:BURN/ETC CROSS/ETC,M
16017,HARAS CHILD:GUARDIANS EMP,M
16047,HARAS CHLD:PARNT EMP W/PR,M
16032,MAIL FALSE WPN MASS DEST,M
16022,THREAT/ETC W/WPN MAS DEST,M
53123,ILL ASEMB:PARMIL:WPN PRAC,M
53153,TEACH USE F/ARM CVL DSORD,M
35378,OFCL NOT DSTROY C/SUB/ETC,M
26324,MISUSE/ETC CHILD SUPPORT,M
26085,FRAUD:OBTAIN AID,M
26088,OBTAIN AID BY FRAUD,M
31030,DISMANTLE VEH W/O PERMIT,M
31132,DISMANTL VEH W/O NOTE:DMV,M
35349,LOITR PUBLIC:ILL DRUG ACT,M
35143,UNDER INFLUENCE CNTL SUB,M
35212,UNDER INFLUENCE CNTL SUB,M
66136,VIOLATE ABATEMENT ORDER,M
89014,REG OF CONTRL SUB OFFENDR,X
35145,CNTL SUB OFFENDER NOT REG,M
31032,UNAUTH DEALER/ETC:W/O LIC,M
26075,ILLEGL ACTS BY DEALER/ETC,M
26305,UNLAW ACT VEH DEALER/ETC,M
26549,DLR DELIVER ILLEQUIP VEH,M
26552,DLR MISUSE/ETC:SPEC PLATE,M
26589,DLR DISPLAY VEH SALE VIOL,M
26516,FALSE ADV/BUS PRACTIC:DLR,M
26517,MFGR/ETC COERCE/ETC DLR,M
26518,FALSE REP VEH YEAR MODEL,M
26519,DLR SELL VEH NO ENGIN TAG,M
54598,MFG FAL MNT REG SPEC PLT,M
54484,DLR FAIL COMPLY:AGREEMENT,M
31033,ACT:VEH SALEPERSON NO LIC,M
54365,LEND VEH SALES LICENSE,M
54366,UNAUTH DUP/ETC SALES LIC,M
26547,FRAUD OBT INS:REDUCE RATE,M
52347,MFG/ETC UNDETECT KNIVES,M
62105,TAKE WILDLIFE FOR CMRCIAL,M
62197,TAKE FISH PROT MARNE AREA,M
31275,HINDER/OBSTRUCT SEALER,M
50132,FTA WRITEN PROMISE:FG CHG,M
52281,POS/MFG/SELL DANG WPN/ETC,M
52330,MFG/SELL/POS DANG WPN/ETC,M
52332,MFG/SELL/ETC:MAGAZINE,M
52334,CC/EXPLOSIVE SUBSTANCE,M
52336,CARRY CON/DIRK OR DAGGER,M
52361,MFG HARD PLASTIC KNUCKLES,M
52404,MFG HRD PLST/WOOD KNUCKLE,M
52410,POSS COMPOSITE KNUCKLES,M
52411,POSS COMP/WOOD KNUCKLES,M
52198,AD UNLAWFUL WEAPON/ETC,M
31219,MARK FLS WEIGHT ON CONTNR,M
52282,CONVC POS/ETC F/ARM:SP PR,M
52391,CONV PERSN POSS/ETC F/ARM,M
52392,CONV PERS POSS:F/ARM U/30,M
52316,PROHIB BUY/ETC F/ARM:ORDR,M
52317,PROHIB OWN/ETC F/ARM:ORDS,M
31162,SEL COMOD:GROS WEIGHT/ETC,M
52348,CARRY LOAD F/ARM:COMT FEL,M
31053,PACKAGING AND SALE FRAUD,M
52258,POSS DEADL WPN:COMIT ASLT,M
52215,CCW IN VEHICLE,M
52214,CCW ON PERSON,M
52323,OCUPANT CCW VEH:SPEC CIRC,M
52365,CCW:WITH SPECIFIC CONV,M
52345,CCW ON PERSON:LOADED,M
52367,NOT REG OWNER OF WPN,M
52204,CRRY LOAD F/ARM PUB PLACE,M
52420,CARRY LOAD F/ARM:SPEC PRS,M
52321,CCLF/ARM:NOT REG OWNER,M
52413,CCLOAD HNDGUN:NOT REG OWN,M
52172,CARRY/BRING F/ARM TO VEH,M
52203,CRMNL STORE F/ARM:2ND DEG,M
52310,ALOW CHILD ACCES TO F/ARM,M
52370,F/ARM ON PREM:CHILD ACCES,M
52328,FALS STATMNT:APLY WPN LIC,M
52259,SELL/ETC FIREARMS W/O LIC,M
52362,SELL/ETC F/ARM:PROHIB CLS,M
52363,SELL/ETC FIREARM TO MINOR,M
52285,SEL/LOAN/ETC S/CIRC F/ARM,M
52288,SELL/ETC C/F/ARM/ETC:-AGE,M
52319,UNLIC SEL/TRAN/ETC CF/ARM,M
52278,GIVE FALSE DATA:F/ARM REG,M
52264,DLR VIOL SALE/ETC:FIREARM,M
55166,SELL/ETC EXPLOSIVE TO MNR,M
52414,FLS ID/INFO ON CLEFFL,M
52415,DLR IMPRT NON CFLD/CLEFFL,M
52050,FIRE GUN NEAR EXPLO PLANT,M
52230,MFG EXPLOSIVES PROHIBITED,M
52051,FAIL TO REPORT EXPLO LOSS,M
52052,ABANDON EXPLOSIVES,M
55167,EXPL F/TRNSP:FAKE MRK/ECT,M
52024,BUY FIREARM W/O ID MARK,M
52338,POS/ETC F/ARM W/O ID MARK,M
31069,ACT/ETC PEST DLR W/O LIC,M
52055,MAKE EXPLOSIVE W/O PERMIT,M
52254,MNR ILL POSS CONCEAL WPN,M
52056,SELL/ETC EXPLO W/O PERMIT,M
52058,HAVE/ETC EXPLO W/O PERMIT,M
52060,TRANSP EXPLO W/O PERMIT,M
52062,USE EXPLOSIVE W/O PERMIT,M
52064,EXPLO DEPOT W/O PERMIT,M
52066,EXPLO VEH IN UNSAFE SPOT,M
52256,MNR ILL POSS LIVE AMMO,M
31081,COMERCIAL WEIGHT/ETC VIOL,M
54623,RECV COMP FOR TOW SRVS,M
52069,GIVE EXPLO W/O PERMIT,M
54421,SALE VEH:NOT OWNER/DEALER,M
52346,MFG/ETC UNSAFE HANDGUN,M
52329,ILLEGAL POSS ASSAULT WPN,M
52327,POSS DESTRUCTIVE DEVICE,M
52029,SELL/ETC AMMO CALIBR .60+,M
52269,SELL AMMO TO MINOR,M
52272,PROHIBTD OWN/ETC AMMO/ETC,M
52270,BRING AMMO TO SCH ZONE,M
52416,SUPPLY/ETC AMMO:MINOR,M
52417,FIRM SELL AMMO PROH PRSN,M
52421,POSS ARMOR PENETRATE AMMO,M
52131,ILEGL POS/ETCTEAR GAS/ETC,M
52398,NARC ADCT POS/ETC TEARGAS,M
52399,SELL/FURNISH TEARGAS:MNR,M
52324,MINOR POS/ETC:TR GAS/WPN,M
52339,POS/ETC PROJECTILE TR GAS,M
52290,TEARGAS/TEARGAS WPN:ILUSE,M
52280,MNR:TEARGAS/TG WPN:NO OK,M
52130,SELL/ETC TEAR GAS/ETC WPN,M
54107,DRIVE W/O LICENSE,M
54113,OPR M/CYCLE W/O PROPR LIC,I
54396,OPR VEH W/O LIC:PARK LOT,I
54458,OPR VEH/ETC W/O LIC TYP,I
54313,NONRES:DRIVE W/O MED CERT,I
54531,MISUSE INSTRUCTION PERMIT,I
54216,LICENSEE POSS/ETC 1+ CDL,I
31220,COMOD QUANTITY VIOLATION,M
31232,WEIGHING INSTRUMENT VIOL,M
54668,MNR -18 EMPLOYED TO DRIVE,M
54669,-21 EMPLOYED TO DRIVE,M
54369,PUPIL ACT BUS:NO CDL&CERT,M
54570,TRAN SCH KIDS W/O REQ DOC,M
54446,FARM LABR VEHICLE LIC VIO,M
54459,OPR TOW TRK W/O CDL/CERT,M
52261,SELL MINOR BB DEVICE,M
52252,FURNISH MINOR W/BB DEVICE,M
52368,ALTER/ETC IMITATION F/ARM,M
52394,ALTER/ETC IMITATION F/ARM,M
52369,MNFACTURER/ETC NOT COMPLY,M
52408,DISPLAY IN PUB:IMT F/ARM,I
52380,EXPOSE IN PUB:IMTAT F/ARM,I
52381,IMITATION F/ARM:3+VIOLAT,M
52094,MFG/SELL/POSS BLOWGUN,M
52187,PROHIBITED ACTS: FIREARM,M
52188,PROHIBITED ACTS: FIREARM,M
52314,CARRY DEAD WPN:PICKET/ETC,M
31144,PKG/ETC COMOD:NON-CONFORM,M
52374,MFG DANG F/WORKS N/PERMIT,M
52177,FELON POSSESS STUN GUN,M
52229,ADDICT BUY/ETC STUN GUN,M
52262,ILL SELL/ETC STUN GUN:MNR,M
52226,MINOR -16 POSS STUN GUN,M
52196,REMOVE MFG SER #:STUN GUN,M
52371,REMOVE MFG NAME STAMP,M
52372,REMOVE MFG SERIAL NUMBER,M
52405,SEL LESS LTHL WPN:PRSN-18,M
52664,ADVERTISE FIREWORKS/PYRO,M
52111,SELL UNCLASSED FIREWORKS,M
52402,SELL F/WORKS OUTSIDE SPEC,M
52197,UNLAW STORE FIREWORKS,M
52160,GIVE FIREWORKS UNLIC PRSN,M
52100,POSS FIREWORKS W/O PERMIT,M
52375,UNL DISCH F/WORK:N/PERMIT,M
52112,ILLEGALLY STORE FIREWORKS,M
52163,UNSAFE USE OF FIREWORKS,M
52113,ILLEGAL SALE OF FIREWORKS,M
52114,RUBBISH NEAR FIREWORKS,M
52403,UNLAW USE EMRG SIGNL DEV,M
52170,AD SELL FIREWORKS W/O LIC,M
52236,SELL DANG F/WORK:-18 W/PR,M
52238,SELL DANG F/WORKS:MIN -18,M
52207,SELL FIREWORKS TO MINOR,M
55221,MINOR POS FIREWORK/DEVICE,M
52409,POS DNG F/WRKS -25 POUNDS,M
52652,POS DNG F/WRKS-25/+100LBS,M
52401,"POS DNG F/WRKS-100+5,000P",M
52138,SELL DANG F/WORK:MIN -18,M
52223,SELL DANG F/WORK:-18 W/PR,M
52341,SELL F/WORK -18:7500+GRAN,M
52407,USE FLMTHRWNG DEV W/O PER,M
54562,PROV LIC:NO DRIVE 11PM-5A,I
54563,PROV LIC:NO PASNGR -20YRS,I
54441,LIC LOST/ETC:DESTROY ORIG,I
54140,DRIVE W/O VALID LICENSE,I
48106,REFUSE GIVE LICENSE TO PO,M
55046,FAIL PREVENT FIRE SPREAD,M
55060,THROW BURNING MATERIAL,M
55062,THROW FLAME SUB FROM VEH,M
26524,DISP/ETC FAKE/ETC ID CARD,M
26525,LEND/ALLOW USE OF ID CARD,M
26526,DISPLA/ETC UNAUTH ID CARD,M
26527,PERMIT UNLAWF USE ID CARD,M
26528,UNLAWFUL USE/ETC:ID CARD,M
26529,DUP/POSS/ETC ID/FAKE ID,M
26530,ALTER ID CARD W/O AUTHRTY,M
26560,MFG/ETC PROHIBITED ID,M
55254,FAIL NOTIFY OES OF DISCH,M
50201,CJA FURN RCRD/INFO UNAUTH,M
50202,FURNISH RCRD/INFO UNAUTH,M
50097,UNAUTH PRSN POSS RECORD,M
55125,NONRPT/ETC WASTE:NAV WATR,M
55249,POLLUTE SEWER W/HAZ SUBST,M
31146,FALSE ADV PETRO PRODUCTS,M
62097,CA REG:MARINE LIFE:NO PER,M
62072,CA REG:OVER LIMIT OF FISH,M
62123,CA REG:SALMON:METH OF TAK,M
62110,CA REG:SALMON:HOOK VIOL,M
62160,CA REG:STRIPD BAS:MINM SZ,M
62109,CA REG:EXCED SIZE:HALIBUT,M
62124,CA REG:LINGCOD:MINM SIZE,M
62146,CA REG:CABEZON:MINM SIZE,M
62147,CA REG:GREENLING:MINM SZ,M
62144,CA REG:BASS:MINM SZE VIOL,M
62125,CA REG:ROCKFISH:LIMT VIOL,M
62126,CA REG:ROCKFISH:METH TAKE,M
62152,CR:POSS UNDRSZE LEP SHARK,M
62172,CA REG:VIOL SURFPERCH TAK,M
62177,CA REG:ONE LINE 3 HOOKS,M
62111,CA REG:INVRTBRT:EQUIP VIO,M
62090,CA REG:ABALONE OVER LIMIT,M
62121,REG:ABALONE OUT OF SEASON,M
62108,CA REG:UNDERSIZE ABALONE,M
62098,CA REG:ABALONE:WRONG GEAR,M
62127,CA REG:NO ABALONE RPT CRD,M
62183,CA:FAIL ABALONE RPT REQUI,M
62112,CA REG:CLAMS/ETC:SIZE VIO,M
62137,CA REG:OVER LIMIT:MUSSEL,M
62117,CA REG:TAK DUNGENESS CRAB,M
62118,CA REG:CRABS/ETC:SIZE VIO,M
62079,CA REG:SPINY LOBSTER VIOL,M
31070,BUS PRAC VIOL:RESTRC MAT,M
26396,FALS ELIGIBLTY:HEALTH AID,M
26362,FAIL DISCL OTH HELTH CARE,M
26160,FRAUD:MEDI-CAL CARD,M
26122,FRAUD:MEDI-CAL RECIPIENT,M
47005,POST ON INTERNET WRAP ID,M
47004,POST WRAP P/ID:INTRNET:BI,M
26632,W/INTENT DEFRAUD MEDI-CAL,M
