AGENCY_NAME,Offense.Description,Offense.Level,TOTAL,UNDER_18_COUNT,EIGHTEEN_TWENTYNINE_COUNT,THIRTY_PLUS_COUNT
LOS ANGELES CO SD,MFG/SALE/ETC METAL KNUCKL,F,49,1,28,20
LOS ANGELES CO SD,ORAL COP:PERSON UNDER 18,F,2,1,0,1
LOS ANGELES CO SD,POS WPN/ETC:CMPUS:NOT GUN,F,1,1,0,0
LOS ANGELES CO SD,POSS CNTL SUB FOR SALE,F,301,1,91,209
LOS ANGELES CO SD,THFT:USE ACCESS CRD DATA,F,5,1,2,2
LOS ANGELES CO SD,TRANSP/SELL NARC/CNTL SUB,F,19,1,10,8
LOS ANGELES CO SD,VANDALISM:DAMAGE PROPERTY,F,29,1,13,15
LOS ANGELES CO SD,WIL DISCH F/ARM W/GRS NEG,F,5,1,2,2
LOS ANGELES CO SD,ACCESSORY,F,8,0,3,5
LOS ANGELES CO SD,ADW TRANSP PRSNL/ETC,F,1,0,0,1
LOS ANGELES CO SD,ADW/GBI SCHL EMP:NO F/ARM,F,4,0,4,0
LOS ANGELES CO SD,AGG SEX ASLT:MNR:ORAL/ETC,F,1,0,0,1
LOS ANGELES CO SD,AID IN ARSON,F,3,0,0,3
LOS ANGELES CO SD,ALT/ETC ACC ACCOUNT DATA,F,2,0,0,2
LOS ANGELES CO SD,ALT/FORGE/ETC DRIV LIC/ID,F,2,0,1,1
LOS ANGELES CO SD,ALTER/ETC F/ARM ID MARK,F,3,0,2,1
LOS ANGELES CO SD,APPROPR LOST PROP,F,10,0,1,9
LOS ANGELES CO SD,ARRANGE/GO TO MTG W/MINOR,F,8,0,1,7
LOS ANGELES CO SD,ARSON:FOREST LAND,F,1,0,0,1
LOS ANGELES CO SD,ARSON:INHABITED STRUCTURE,F,3,0,2,1
LOS ANGELES CO SD,ARSON:PROPERTY,F,5,0,0,5
LOS ANGELES CO SD,ASLT W/CAUSTIC CHEM/ETC,F,2,0,1,1
LOS ANGELES CO SD,ASLT W/MACHINEGUN ON PRSN,F,1,0,1,0
LOS ANGELES CO SD,ASSAULT:COMMIT RAPE,F,1,0,0,1
LOS ANGELES CO SD,ATT PRVNT/ETC VIC/ETC:RPT,F,4,0,1,3
LOS ANGELES CO SD,ATT STOP VIC/ETC:PROSCUTE,F,1,0,1,0
LOS ANGELES CO SD,BAT EMERGENCY PERSON/ETC,F,1,0,0,1
LOS ANGELES CO SD,BATT ON CUSTODIAL OFFICER,F,1,0,0,1
LOS ANGELES CO SD,BATT/GASSING PO/ETC EMP,F,1,0,1,0
LOS ANGELES CO SD,BLD FALS BOX:VEH:CNTL SUB,F,1,0,1,0
LOS ANGELES CO SD,BRING ALC/DRUGS IN PRISON,F,2,0,0,2
LOS ANGELES CO SD,BRING CNTL SUB/ETC JAIL,F,6,0,4,2
LOS ANGELES CO SD,C/LOADED F/ARM:PROHIB/ETC,F,5,0,2,3
LOS ANGELES CO SD,CARRY CON/DIRK OR DAGGER,F,179,0,73,106
LOS ANGELES CO SD,CARRY LOAD F/ARM:PR FEL,F,12,0,4,8
LOS ANGELES CO SD,CCW CRIM ST GANG:ACTIVE,F,4,0,4,0
LOS ANGELES CO SD,CCW IN VEH W/PR FEL CONV,F,4,0,1,3
LOS ANGELES CO SD,CCW IN VEHICLE,F,15,0,12,3
LOS ANGELES CO SD,CCW IN VEHICLE:OCCUPANT,F,3,0,2,1
LOS ANGELES CO SD,CCW ON PERSON,F,9,0,7,2
LOS ANGELES CO SD,CCW ON PERSON:LOADED,F,2,0,2,0
LOS ANGELES CO SD,CCW OWNER NOT REG W/DOJ,F,1,0,1,0
LOS ANGELES CO SD,CCW PROHIB/UNLAWFUL POSS,F,6,0,1,5
LOS ANGELES CO SD,CCW W/SPECIFIC CONVICTION,F,1,0,1,0
LOS ANGELES CO SD,CHILD STEALING,F,1,0,1,0
LOS ANGELES CO SD,CONCL/ETC PROFT/ETC:C/SUB,F,3,0,2,1
LOS ANGELES CO SD,CONT SEX ABUSE OF CHILD,F,1,0,0,1
LOS ANGELES CO SD,CONTACT MNR W/INTENT SEX,F,2,0,0,2
LOS ANGELES CO SD,CONV PERSN POSS/ETC F/ARM,F,1,0,1,0
LOS ANGELES CO SD,CONV POSS/ETC F/ARM:SP PR,F,2,0,1,1
LOS ANGELES CO SD,CONVEY PERS ID WIT DEFRD,F,1,0,0,1
LOS ANGELES CO SD,COPY/ETC RELTY TITLE INFO,F,1,0,0,1
LOS ANGELES CO SD,CRPL INJ:SPOUS/COHAB/DATE,F,294,0,104,190
LOS ANGELES CO SD,CRRY LOAD F/ARM:PUB:S/CIR,F,1,0,0,1
LOS ANGELES CO SD,DLR NOT DETERMIN OWNRSHIP,F,2,0,1,1
LOS ANGELES CO SD,DOMESTIC VIOLENCE W/PR,F,1,0,1,0
LOS ANGELES CO SD,DRVR/ETC ALLOW F/A DISCHG,F,1,0,1,0
LOS ANGELES CO SD,DUI .08 ALCOHOL:BODLY INJ,F,6,0,3,3
LOS ANGELES CO SD,DUI 0.08 W/PR:PER 23550VC,F,4,0,2,2
LOS ANGELES CO SD,DUI ALCOHOL:CAUSE BOD INJ,F,11,0,6,5
LOS ANGELES CO SD,DUI DRUG:CAUSE BODILY INJ,F,1,0,1,0
LOS ANGELES CO SD,DUI W/IN 10YRS:PR FEL DUI,F,1,0,0,1
LOS ANGELES CO SD,DUI W/PRIORS:PER 23550 VC,F,18,0,2,16
LOS ANGELES CO SD,ELD/ETC THEFT BY CARETAKR,F,2,0,0,2
LOS ANGELES CO SD,EMBEZZLE RENTED VEHICLE,F,1,0,0,1
LOS ANGELES CO SD,EMBEZZLEMENT $400+,F,17,0,8,9
LOS ANGELES CO SD,ESC:CHG/ETC:MISD:FRC/VIOL,F,1,0,1,0
LOS ANGELES CO SD,ESC/ATT ESC W/FORCE/ETC,F,2,0,2,0
LOS ANGELES CO SD,EVADE PO:CAUSE SBI/DEATH,F,2,0,1,1
LOS ANGELES CO SD,EVADE PO:DISREGARD SAFETY,F,8,0,4,4
LOS ANGELES CO SD,EXH F/ARM/ETC:RSIST AREST,F,1,0,0,1
LOS ANGELES CO SD,FALSE CHECK/RECS/CERT/ETC,F,6,0,2,4
LOS ANGELES CO SD,FALSE IMPRISON W/VIOLENCE,F,3,0,2,1
LOS ANGELES CO SD,FALSE PERSONATE:SPEC CIRC,F,7,0,4,3
LOS ANGELES CO SD,FALSE PRETENSES:OBT $/ETC,F,2,0,1,1
LOS ANGELES CO SD,FORGE ACCESS CARD:DEFRAUD,F,7,0,2,5
LOS ANGELES CO SD,FORGE NARCOTIC PRESCRIP,F,4,0,3,1
LOS ANGELES CO SD,FORGE OFFICIAL SEAL,F,10,0,5,5
LOS ANGELES CO SD,FORGE/ALTER VEH REG/ETC,F,16,0,5,11
LOS ANGELES CO SD,FORGE/ETC PRESCRIPTION,F,1,0,1,0
LOS ANGELES CO SD,FORGERY,F,3,0,1,2
LOS ANGELES CO SD,FT/REG/ETC:FEL SEX OFF/PR,F,1,0,1,0
LOS ANGELES CO SD,FUGITIVE AREST W/O WARANT,F,1,0,0,1
LOS ANGELES CO SD,FURNISH MINOR W/MARIJUANA,F,1,0,0,1
LOS ANGELES CO SD,GET CREDIT/ETC OTHER'S ID,F,61,0,25,36
LOS ANGELES CO SD,GRAND THEFT ACC CARDS 4+,F,3,0,1,2
LOS ANGELES CO SD,GRAND THEFT FROM PERSON,F,1,0,0,1
LOS ANGELES CO SD,GRAND THEFT:CONVERT PROP,F,1,0,1,0
LOS ANGELES CO SD,GRAND THEFT:GOLD DUST/ETC,F,9,0,3,6
LOS ANGELES CO SD,GRAND THFT BY SERVANT/ETC,F,1,0,1,0
LOS ANGELES CO SD,GRDTHFT:MONEY/LABOR/PROP,F,4,0,1,3
LOS ANGELES CO SD,HIT AND RUN:DEATH/INJURY,F,5,0,2,3
LOS ANGELES CO SD,HIT AND RUN:INJURY,F,1,0,1,0
LOS ANGELES CO SD,ILL POSS ASSAULT WPN,F,2,0,1,1
LOS ANGELES CO SD,ILUSE TEARGAS/TEARGAS WPN,F,2,0,0,2
LOS ANGELES CO SD,INFLICT INJ/ETC ON CHILD,F,4,0,1,3
LOS ANGELES CO SD,INFLICT INJURY ON CHILD,F,3,0,2,1
LOS ANGELES CO SD,INSUFICENT FUND:CHECK/ETC,F,1,0,1,0
LOS ANGELES CO SD,INTIMIDATE WIT/VICT,F,12,0,6,6
LOS ANGELES CO SD,KEP PLACE:SEL/ETC N/C/SUB,F,1,0,1,0
LOS ANGELES CO SD,KIDNAP TO COMMIT RAPE,F,1,0,1,0
LOS ANGELES CO SD,KIDNAPPING,F,15,0,5,10
LOS ANGELES CO SD,KIDNAPPING FOR RANSOM,F,2,0,0,2
LOS ANGELES CO SD,L&L ACTS W/CHILD:AGE SPEC,F,1,0,0,1
LOS ANGELES CO SD,L&L W/CHILD -14:FORCE/ETC,F,1,0,1,0
LOS ANGELES CO SD,L&L W/CHILD UNDER 14,F,21,0,5,16
LOS ANGELES CO SD,MAKE FICTITIOUS CHECK,F,22,0,8,14
LOS ANGELES CO SD,MAKE/ETC EQUIP:FAKE CARDS,F,3,0,1,2
LOS ANGELES CO SD,MAL SET/ETC FIRE PROP/ETC,F,1,0,0,1
LOS ANGELES CO SD,MAYHEM,F,2,0,2,0
LOS ANGELES CO SD,MFG DRUG PARA:INT:DEL/ETC,F,1,0,0,1
LOS ANGELES CO SD,MFG/ETC CNTL SUB,F,2,0,0,2
LOS ANGELES CO SD,MFG/ETC LEADED CANE/ETC,F,41,0,13,28
LOS ANGELES CO SD,MFG/ETC SHORT BARRL RIFLE,F,1,0,0,1
LOS ANGELES CO SD,MFG/ETC SHORT-BARREL GUN,F,1,0,1,0
LOS ANGELES CO SD,MFG/ETC WRITING PEN KNIFE,F,1,0,0,1
LOS ANGELES CO SD,MFG/SALE/POSS SHURIKEN,F,1,0,1,0
LOS ANGELES CO SD,MFG/SALE/POSS ZIP GUN,F,1,0,1,0
LOS ANGELES CO SD,MFG/SALE/POSSESS NUNCHAKU,F,4,0,1,3
LOS ANGELES CO SD,MINOR ILL POSS LIVE AMMO,F,1,0,1,0
LOS ANGELES CO SD,MONEY LAUNDERING,F,4,0,4,0
LOS ANGELES CO SD,MURDER,F,24,0,10,14
LOS ANGELES CO SD,OBSCN IMAGS:MNR SEX ACT,F,1,0,1,0
LOS ANGELES CO SD,ORAL COP:CONCERT:FORC/ETC,F,1,0,0,1
LOS ANGELES CO SD,ORAL COP:PERSON -14YR/ETC,F,1,0,0,1
LOS ANGELES CO SD,ORL COP:-14/ETC O/FRC/ETC,F,1,0,0,1
LOS ANGELES CO SD,OWN/ETC CHOP SHOP,F,5,0,0,5
LOS ANGELES CO SD,PANDER PRSN F/PROST:THRET,F,2,0,2,0
LOS ANGELES CO SD,PANDER:PROCR PRSN F/PROST,F,3,0,0,3
LOS ANGELES CO SD,PANDERING,F,6,0,6,0
LOS ANGELES CO SD,PAS COMPLET CHECK/ETC:DEF,F,3,0,2,1
LOS ANGELES CO SD,PERSNATE:MAKE OTHR LIABLE,F,2,0,1,1
LOS ANGELES CO SD,PETTY THFT:W/PR VIOL CONV,F,1,0,0,1
LOS ANGELES CO SD,PETY THFT:PR CONV SEX REG,F,1,0,0,1
LOS ANGELES CO SD,PHENCYCLIDINE/ETC F/SALE,F,2,0,0,2
LOS ANGELES CO SD,PIMPING,F,1,0,1,0
LOS ANGELES CO SD,POS/ETC BAD/ETC CHEKS/ETC,F,1,0,0,1
LOS ANGELES CO SD,POS/ETC D/WPN:PUB BLD/ETC,F,1,0,0,1
LOS ANGELES CO SD,POS/ETC F/ARM:PR VIOL OFF,F,1,0,0,1
LOS ANGELES CO SD,POS/ETC F/ARM:PUB BLD/ETC,F,1,0,1,0
LOS ANGELES CO SD,POS/PUR F/SALE NARC/C/SUB,F,65,0,18,47
LOS ANGELES CO SD,POSS ARMOR PENETRATE AMMO,F,1,0,1,0
LOS ANGELES CO SD,POSS CNTL SUB IN PRISON,F,15,0,1,14
LOS ANGELES CO SD,POSS CNTL SUB WHILE ARMED,F,72,0,36,36
LOS ANGELES CO SD,POSS DESTRUCTIVE DEVICE,F,1,0,0,1
LOS ANGELES CO SD,POSS DL/ID TO CMMT FORGRY,F,6,0,1,5
LOS ANGELES CO SD,POSS DRUGS/ETC IN PRISON,F,1,0,0,1
LOS ANGELES CO SD,POSS EXPLOSIVE ILLEGALLY,F,2,0,0,2
LOS ANGELES CO SD,POSS F/SALE DES CNTL SUB,F,10,0,10,0
LOS ANGELES CO SD,POSS ID OF 10+ PRSN:WID,F,5,0,1,4
LOS ANGELES CO SD,POSS MARIJ FOR SALE W/PR,F,4,0,3,1
LOS ANGELES CO SD,POSS STOLEN VEH/VES/ETC,F,11,0,3,8
LOS ANGELES CO SD,POSS/ETC OBS MTR:MNR:SEX,F,2,0,0,2
LOS ANGELES CO SD,POSS/PUR COKE BASE F/SALE,F,28,0,5,23
LOS ANGELES CO SD,POSSESS NARCOTIC CNTL SUB,F,134,0,50,84
LOS ANGELES CO SD,PROHIB BUY/ETC F/ARM/ORDS,F,3,0,3,0
LOS ANGELES CO SD,PROHIB OWN/ETC AMMO/ETC,F,73,0,25,48
LOS ANGELES CO SD,PRVENT/DISUADE VIC/WITNES,F,3,0,2,1
LOS ANGELES CO SD,RAPE BY FORCE/FEAR/ETC,F,8,0,3,5
LOS ANGELES CO SD,RAPE SPOUSE BY FORCE/ETC,F,4,0,1,3
LOS ANGELES CO SD,RAPE:VICT INCPBL OF CNSNT,F,1,0,0,1
LOS ANGELES CO SD,RAPE:VICT UNCONSC OF ACT,F,1,0,0,1
LOS ANGELES CO SD,REC KNWN STOLN PROP,F,30,0,9,21
LOS ANGELES CO SD,REC/ETC/CNCL/ETC $+:C/SUB,F,2,0,0,2
LOS ANGELES CO SD,RIOT TAKE FROM PEACE OFF,F,2,0,2,0
LOS ANGELES CO SD,ROB:FIRST DEGREE:ATM/ETC,F,4,0,4,0
LOS ANGELES CO SD,SELL/ETC LOST/ETC ACC CRD,F,3,0,0,3
LOS ANGELES CO SD,SELL/TRNSP/ETC MARIJUANA,F,5,0,4,1
LOS ANGELES CO SD,SEX PENETRATION:FORCE/ETC,F,2,0,0,2
LOS ANGELES CO SD,SEX PENTRATION FORCE/ETC,F,1,0,0,1
LOS ANGELES CO SD,SEX W/MINOR:3+ YRS YOUNGR,F,4,0,4,0
LOS ANGELES CO SD,SEX W/MNR:PERP 21+ VIC-16,F,1,0,1,0
LOS ANGELES CO SD,SEX/P FRGN OBJ/ETC:INCAPB,F,1,0,0,1
LOS ANGELES CO SD,SEXUAL BATT:W/PR FEL CONV,F,1,0,0,1
LOS ANGELES CO SD,SEXUAL BATTERY,F,4,0,1,3
LOS ANGELES CO SD,SHOOT UNOC DWELL/VEH/ETC,F,3,0,1,2
LOS ANGELES CO SD,SHOOT:INHAB DWELL/VEH/ETC,F,1,0,1,0
LOS ANGELES CO SD,SHOPLIFTING,F,2,0,0,2
LOS ANGELES CO SD,SODOMY,F,2,0,1,1
LOS ANGELES CO SD,SODOMY:PERSON UNDER 14,F,1,0,0,1
LOS ANGELES CO SD,STALKING,F,5,0,1,4
LOS ANGELES CO SD,STALKNG:TEMP RESTRAIN ORD,F,3,0,1,2
LOS ANGELES CO SD,SVP FAIL 90 DAY UPDATE,F,2,0,0,2
LOS ANGELES CO SD,SX OFF FAIL ANNUAL UPDATE,F,2,0,0,2
LOS ANGELES CO SD,TAKE VEH:NO CNSNT:SPEC PR,F,4,0,2,2
LOS ANGELES CO SD,THEFT:FORGED ACCESS CARD,F,2,0,2,0
LOS ANGELES CO SD,THFT ELDER/DEP ADLT $950+,F,1,0,0,1
LOS ANGELES CO SD,THROW SUB AT VEH:INT:GBI,F,4,0,2,2
LOS ANGELES CO SD,TRANSP/ETC CNTL SUB,F,41,0,11,30
LOS ANGELES CO SD,UNLAWFL POSS/USE TEAR GAS,F,29,0,5,24
LOS ANGELES CO SD,USE ACC ACOUNT INFO NO OK,F,19,0,5,14
LOS ANGELES CO SD,USE CNTL SUB:POSS FIREARM,F,2,0,1,1
LOS ANGELES CO SD,USE FALSE CITIZEN/ETC DOC,F,1,0,1,0
LOS ANGELES CO SD,USE FLS NAM/ETC:FSCL ACCT,F,1,0,0,1
LOS ANGELES CO SD,USE ID W/INT DEFRD:W/PC,F,1,0,0,1
LOS ANGELES CO SD,USE ROOM TO SELL CNTL SUB,F,2,0,1,1
LOS ANGELES CO SD,USE/ETC EXPLO/DEV:INJ/ETC,F,1,0,0,1
LOS ANGELES CO SD,UTER/ETC FAKE VEH REG/ETC,F,5,0,1,4
LOS ANGELES CO SD,VANDL:DESTROY OTHRS PROP,F,2,0,1,1
LOS ANGELES CO SD,VEH/ETC THEFT:SPEC PRIORS,F,5,0,3,2
LOS ANGELES CO SD,VIOL FEL POSS BODY ARMOR,F,1,0,0,1
LOS ANGELES CO SD,VIOLATION CUSTODY DECREE,F,1,0,1,0
LOS ANGELES CO SD,VIOLATION OF PAROLE:FEL,F,29,0,12,17
LOS ANGELES CO SD,POSS MARIJUANA 28.5- GRMS,I,6,2,4,0
LOS ANGELES CO SD,DISPLAY IN PUB:IMT F/ARM,I,1,1,0,0
LOS ANGELES CO SD,DUI:UNDR 21YR W/BA.01,I,1,1,0,0
LOS ANGELES CO SD,POSS MARIJ SALE UNDER 18,I,3,1,1,1
LOS ANGELES CO SD,POSS MARIJUANA SCHL GRNDS,I,1,1,0,0
LOS ANGELES CO SD,ALC/MARIJ IN VEH ON HWY,I,1,0,1,0
LOS ANGELES CO SD,BIKE HEADLIGHT/ETC VIOL,I,7,0,4,3
LOS ANGELES CO SD,DISPLAY LIC PLATES WRONG,I,9,0,3,6
LOS ANGELES CO SD,DRIVE ON SIDEWALK VIOL,I,2,0,0,2
LOS ANGELES CO SD,DRIVER POSS OPEN ALC CONT,I,2,0,0,2
LOS ANGELES CO SD,DRNK ALC/MARIJ AS PASSNGR,I,1,0,1,0
LOS ANGELES CO SD,DUI W/PROB:23152/23153,I,4,0,2,2
LOS ANGELES CO SD,EXCEED SPEED ON HIGHWAY,I,1,0,1,0
LOS ANGELES CO SD,EXPIRED TABS/FAIL DISPLAY,I,1,0,1,0
LOS ANGELES CO SD,FAIL MAINT LIC PLATE LAMP,I,1,0,1,0
LOS ANGELES CO SD,FAIL MAINT VEH LITE EQUIP,I,1,0,0,1
LOS ANGELES CO SD,FAIL NOTE DMV ADD CHG:CDL,I,1,0,0,1
LOS ANGELES CO SD,FAIL PAY:PUB TRANSIT SYS,I,2,0,1,1
LOS ANGELES CO SD,FAIL PROVE FIN RSP:PO REQ,I,6,0,2,4
LOS ANGELES CO SD,FAIL RIDE BIKE:RT EDGE RD,I,1,0,1,0
LOS ANGELES CO SD,FAIL SET BRK/ETC:UNAT VEH,I,1,0,0,1
LOS ANGELES CO SD,FAIL SIGNAL B/4 TURN VEH,I,1,0,1,0
LOS ANGELES CO SD,FAIL STOP VEH:XWALK/ETC,I,1,0,0,1
LOS ANGELES CO SD,FAIL TO OBEY TURN SIGNS,I,1,0,0,1
LOS ANGELES CO SD,FT/COMPLY:INSPEC RULE/REG,I,1,0,0,1
LOS ANGELES CO SD,HEADSET/ETC VIOL:VEH/BIKE,I,1,0,1,0
LOS ANGELES CO SD,HIRE/ETC UNLICENSED DRIVR,I,1,0,0,1
LOS ANGELES CO SD,ILL MOD EXHAUST SYS:NOISE,I,1,0,1,0
LOS ANGELES CO SD,JAYWALKING,I,1,0,0,1
LOS ANGELES CO SD,LOCAL ORDINANCE VIOL,I,1,0,0,1
LOS ANGELES CO SD,LOUD/UNREASONABLE NOISE,I,2,0,1,1
LOS ANGELES CO SD,MINOR DRIVE W/BAC 0.05,I,2,0,2,0
LOS ANGELES CO SD,NO PROOF $ RESP:ACCIDENT,I,1,0,0,1
LOS ANGELES CO SD,NO PROOF:FINANCE RESP:VEH,I,1,0,0,1
LOS ANGELES CO SD,NO REG:VEH/TRAILER/ETC,I,15,0,5,10
LOS ANGELES CO SD,OPR BIKE W/O BRAKES,I,1,0,1,0
LOS ANGELES CO SD,OPR BIKE:RD/ETC:WRONG WAY,I,2,0,1,1
LOS ANGELES CO SD,OPR VEH:WINDOW OBSTRUCTED,I,1,0,0,1
LOS ANGELES CO SD,OWNER/DRIVER:OPEN ALC:VEH,I,1,0,1,0
LOS ANGELES CO SD,PARK IN SPACE FOR DISABLE,I,1,0,1,0
LOS ANGELES CO SD,PARKING/ETC VIO:SPEC CIRC,I,1,0,0,1
LOS ANGELES CO SD,PASSENGER:W/OPEN ALC CONT,I,1,0,0,1
LOS ANGELES CO SD,POSS MARIJ OVER 28.5 GRAM,I,6,0,5,1
LOS ANGELES CO SD,POSS MARIJUANA WHILE DRIV,I,3,0,3,0
LOS ANGELES CO SD,POSS OPEN ALCOHOL:PUBLIC,I,8,0,4,4
LOS ANGELES CO SD,POSS OPEN CONTAINER:DRIVE,I,3,0,0,3
LOS ANGELES CO SD,SELL/TRNSP/ETC MARIJUANA,I,3,0,2,1
LOS ANGELES CO SD,SHO ON VEH/GIV PO FLS DOC,I,3,0,1,2
LOS ANGELES CO SD,SMOKING PROHIBITED AREA,I,2,0,0,2
LOS ANGELES CO SD,THROW/ETC CIG/ETC:HWY/ETC,I,1,0,0,1
LOS ANGELES CO SD,TOW VEH:SAFETY CHAIN REQ,I,1,0,0,1
LOS ANGELES CO SD,TURN SIGNAL VIOLATION,I,1,0,1,0
LOS ANGELES CO SD,UNRSTRAINED TOT:PARNT:VEH,I,1,0,0,1
LOS ANGELES CO SD,UNSAFE LANE CHANGE/ETC,I,2,0,2,0
LOS ANGELES CO SD,UNSAFE SPEED:PREVAIL COND,I,2,0,1,1
LOS ANGELES CO SD,USE CELLPH W/DRIV W/O HFD,I,1,0,0,1
LOS ANGELES CO SD,BATTERY,M,116,16,32,68
LOS ANGELES CO SD,POSSESS CNTL SUB,M,1798,7,538,1253
LOS ANGELES CO SD,SEXUAL BATT:SEX AROUSAL,M,120,6,35,79
LOS ANGELES CO SD,SHOPLIFTING,M,158,6,58,94
LOS ANGELES CO SD,BATTERY ON PERSON,M,28,5,9,14
LOS ANGELES CO SD,FALSE REPORT EMERGENCY,M,7,5,0,2
LOS ANGELES CO SD,THEFT OF PERSONAL PROP,M,38,5,16,17
LOS ANGELES CO SD,TRESPASSING,M,107,5,38,64
LOS ANGELES CO SD,VANDALISM:DAMAGE PROPERTY,M,40,4,18,18
LOS ANGELES CO SD,BATT ON PRSN:SCH/HOSP/ETC,M,3,3,0,0
LOS ANGELES CO SD,BATT PO/EMERG PRSNL/ETC,M,33,3,13,17
LOS ANGELES CO SD,OBSTRUCT/ETC PUB OFCR/ETC,M,65,3,33,29
LOS ANGELES CO SD,THEFT,M,38,3,16,19
LOS ANGELES CO SD,BAT:SPOUSE/EX SP/DATE/ETC,M,292,2,104,186
LOS ANGELES CO SD,BATT ON SCHOOL EMPLOYEE,M,2,2,0,0
LOS ANGELES CO SD,BRANDISHING F/ARM REPLICA,M,5,2,2,1
LOS ANGELES CO SD,CRRY LOAD F/ARM PUB PLACE,M,36,2,18,16
LOS ANGELES CO SD,DUI ALCOHOL,M,320,2,128,190
LOS ANGELES CO SD,DUI ALCOHOL/0.08 PERCENT,M,171,2,63,106
LOS ANGELES CO SD,FALSE ID TO SPECIFIC PO'S,M,27,2,10,15
LOS ANGELES CO SD,LOITR ADLT SCH:MOLST PUPL,M,20,2,6,12
LOS ANGELES CO SD,PETTY THEFT,M,33,2,13,18
LOS ANGELES CO SD,POSS F/SALE DES CNTL SUB,M,3,2,0,1
LOS ANGELES CO SD,POSSESS BURGLARY TOOLS,M,71,2,29,40
LOS ANGELES CO SD,POSSESS NARCOTIC CNTL SUB,M,319,2,110,207
LOS ANGELES CO SD,THRTN CRIME:INT:TERRORIZE,M,28,2,9,17
LOS ANGELES CO SD,UNDER INFLUENCE CNTL SUB,M,651,2,265,384
LOS ANGELES CO SD,ADW/FORCE:POSSIBLE GBI,M,8,1,3,4
LOS ANGELES CO SD,ALTER VEH ID NUMBERS,M,1,1,0,0
LOS ANGELES CO SD,APPROPR LOST PROP,M,15,1,6,8
LOS ANGELES CO SD,CCW IN VEHICLE,M,13,1,6,6
LOS ANGELES CO SD,CONTEMPT:VIOL GANG INJUNC,M,4,1,2,1
LOS ANGELES CO SD,DELIVER/ETC DRUG PARAPHNL,M,86,1,24,61
LOS ANGELES CO SD,DESTROY/CONCEAL EVIDENCE,M,10,1,4,5
LOS ANGELES CO SD,DRIVE W/O LICENSE,M,125,1,55,69
LOS ANGELES CO SD,EVADING PEACE OFFICER,M,3,1,0,2
LOS ANGELES CO SD,EXHIBIT DEADWPN:NOT F/ARM,M,9,1,2,6
LOS ANGELES CO SD,FIGHT IN PUBLIC PLACE,M,5,1,1,3
LOS ANGELES CO SD,LOITER/ETC PRIVATE PROP,M,47,1,19,27
LOS ANGELES CO SD,POSS CNTL SUB W/O PRESCRP,M,25,1,17,7
LOS ANGELES CO SD,POSS WEAPON AT SCHOOL,M,1,1,0,0
LOS ANGELES CO SD,SEL SYNTHETIC CANNABINOID,M,1,1,0,0
LOS ANGELES CO SD,THEFT OF BINDER CHAINS,M,2,1,0,1
LOS ANGELES CO SD,THROW SUBSTANCE AT VEH,M,1,1,0,0
LOS ANGELES CO SD,VANDALISM,M,22,1,12,9
LOS ANGELES CO SD,VANDALISM -$400,M,19,1,9,9
LOS ANGELES CO SD,VANDALISM $400 OR MORE,M,7,1,2,4
LOS ANGELES CO SD,WILLFUL CRUELTY TO CHILD,M,29,1,9,19
LOS ANGELES CO SD,ACQ ACC CARD:INT:SELL/ETC,M,6,0,1,5
LOS ANGELES CO SD,ADDICT DRIVE VEHICLE,M,4,0,0,4
LOS ANGELES CO SD,ADDICT POSS/ETC STUN GUN,M,2,0,0,2
LOS ANGELES CO SD,ADW NOT FIREARM,M,10,0,2,8
LOS ANGELES CO SD,AIDE/ABET SPEED CONTEST,M,3,0,3,0
LOS ANGELES CO SD,AIDE/ABET SPEED EXHIBITN,M,7,0,5,2
LOS ANGELES CO SD,ALTER/ETC IMITATION F/ARM,M,9,0,6,3
LOS ANGELES CO SD,ANNOY/MOLEST CHILDREN -18,M,8,0,3,5
LOS ANGELES CO SD,ARRANGE MTG W/MINOR,M,1,0,0,1
LOS ANGELES CO SD,ASLT W/FIREARM ON PERSON,M,1,0,1,0
LOS ANGELES CO SD,ASSAULT & BATTERY,M,1,0,0,1
LOS ANGELES CO SD,ASSAULT ON PERSON,M,2,0,1,1
LOS ANGELES CO SD,BATT EMERGENCY PERSON/ETC,M,1,0,0,1
LOS ANGELES CO SD,BATTERY AGAINST PO,M,3,0,3,0
LOS ANGELES CO SD,BATTERY:SPOUSE/ETC,M,29,0,11,18
LOS ANGELES CO SD,BURN LAND OF ANOTHER,M,1,0,0,1
LOS ANGELES CO SD,BUS LET -18 SEE DRUG PARA,M,2,0,2,0
LOS ANGELES CO SD,CARRY CON/DIRK OR DAGGER,M,2,0,0,2
LOS ANGELES CO SD,CARRY LOAD F/ARM:SPEC PRS,M,5,0,1,4
LOS ANGELES CO SD,CARRY SWITCHBLADE KNIFE,M,21,0,13,8
LOS ANGELES CO SD,CARRY UNLOAD H/GUN PUBLIC,M,3,0,1,2
LOS ANGELES CO SD,CCW IN VEHICLE:OCCUPANT,M,1,0,1,0
LOS ANGELES CO SD,CCW ON PERSON,M,6,0,4,2
LOS ANGELES CO SD,CCW ON PERSON:LOADED,M,1,0,1,0
LOS ANGELES CO SD,CCW W/SPECIFIC CONVICTION,M,1,0,0,1
LOS ANGELES CO SD,CNTMPT:CRT:DISRD/ETC BEHV,M,4,0,2,2
LOS ANGELES CO SD,COMMIT MAIL THEFT,M,3,0,2,1
