CDS Code,Offense Description,Offense Level
26675,FRDLNT USE TV TRANS INFO,M
44021,USE OTHRS NM ON LTR NWSPR,M
44016,USE SECRET SOCTY GET AID,M
26558,DIST UNAUTH ADV:IN CNCRT,M
44051,WEAR/ETC ID/ETC:IMPERS PO,M
44073,WEAR/ETC PO BADGE FRAUDLY,M
41109,WEAR FALSE BADGE IMPRS PO,M
44110,MAKE DECPTV BADG IMPRS PO,M
44111,UNLAWFUL SALE PO UNIFORM,M
44018,IMPERSONATE FIREMAN,M
44112,WEAR BADGE IMPRS FIRFGHTR,M
44113,WEAR/USE FD OFCR BADGE,M
44114,SELL FD UNIFORM NONAUTH,M
44059,IMP PUBLIC UTILITY EMP,M
44061,IMPERSN CTY/CNTY ETC EMP,M
44115,WEAR/ETC CITY/CO ID IMPRS,M
44083,IMPERS S/RESC TO OBT AID,M
44084,IMPERS S/RESC TO DEFRAUD,M
44085,IMPERS S/RESC INDUCE BEL,M
26561,FALSE CERT:COMMUNITY SVS,M
26255,INJUR/DSTROY/ETC INS PROP,F
26292,SLICT/ETC BUS:FAK INS CLA,F
26676,SLCIT BUS W/FLS INS CLAIM,M
26271,FALSE/ETC INS CLAIM F/PAY,F
26333,FILE MULTPL CLAIM:INJ/ETC,F
26321,FAKE VEH ACC:FAKE CLAIM,F
26294,FALSE/ETC CLAIM:THEFT VEH,F
26295,PREP/ETC FALSE/ETC CLAIM,F
26391,FAKE CLAIM:HEALTH BENES,F
26677,PRSNT FLS HLTH CLM $950+,F
26392,SUB CLAIM:UNUSD HELTH BEN,F
26678,SUB CLAIM UNUSED HLTH BEN,F
26389,MULT CLAIM:SAME HELTH BEN,F
26390,SAME HELTH BEN:MULT CLAIM,M
26369,FLS/ETC INS INF F/PAY/ETC,F
26679,FLS/ETC INS INFO FOR PAY,M
26394,CONSPIRE:FAKE STMNT:CLAIM,F
26680,PREPARE FLS STMT INS CLM,M
26395,HIDE FACTS:INS ENTITLMNTS,F
26615,HIDE FACTS:INS ENTITLEMNT,M
26681,FALSE RESID STMT VEH INS,M
26682,FALSE RESID STMT VEH INS,F
26683,DLR OFFER FEE FOR REFERAL,M
26684,DLR OFFER FEE FOR REFERAL,F
26382,DLR WAIVE DEDUCT:AUTO REP,F
26685,DLR ILL WV DEDCT AUTO RPR,M
32009,TRESPASS:PETRLEUM INDSTRY,M
32010,TRESPASS:GAS FACILITY,M
32011,TRESPASS:ELECTRICAL FACIL,M
32012,TRESPASS:BRDCST FACIL/ETC,M
32013,TRESPASS:WATER FACILITY,M
32014,TRESPAS:EXPLOSIVE FACILTY,M
32015,TRESPASS:RAILROAD FACILTY,M
32078,TRESPASS:SEWERAGE FACILTY,M
32079,TRESPASS:QUARRIES,M
32016,ENTER/REMAIN ON PSTD PROP,M
29007,DESTROY POSTED SIGN,M
32017,LOITER POSTED PROPERTY,M
32018,POST SIGN ON PUBLIC PROP,M
32019,POST SIGN ON PRIVATE PROP,M
33007,TRESPASS:CERTAIN UC LAND,M
26033,CRIME INVOLVING BAILMENTS,F
26034,BAILEE ISSUE FRAUD RECEPT,M
26035,BAILEE DEL GOODS UNLAWFLY,M
26036,DEP GOODS W/O TITL W/BAIL,M
26037,BAILEE ISSUE DUP/ADD TITL,F
26038,WAREHSMN ISS FRAUD TITLE,M
26344,ISS/ETC BAD RCPT/ETC:STRG,M
26345,ISS/ETC RECT/ETC NO GOODS,M
26346,FRAUD RCT/ETC GOODS O-O-S,M
26129,USE/ETC DAIRY REG -$400,M
66064,DESTROY DAIRY BRAND REG,F
26686,UNLAWFUL SUBLEASE OF VEH,M
26687,UNLAWFUL SUBLEASE OF VEH,F
26296,UNAUTH SUBLEASE VEHICLE,F
31016,FALSE BILL OF LADING,F
31017,FALSE WAREHOUSE RECEIPTS,F
26354,SELL/ETC MED DEGREE/ETC,F
31018,ISS UNMARKED DUP RECEIPTS,F
26268,POSS ALTER/ETC MED CERT,F
31019,WAREHSMN SELL W/O CONSENT,F
29163,INJURE RAILROAD/RR BRIDGE,M
29184,INJURE RAILROAD/RR BRIDGE,F
29164,PLACE OBSTR ON RAILS/ETC,F
29165,PLACE OBSTR ON RAILS/ETC,M
29009,INJURE RAILROAD/RR BRIDGE,F
29112,MOVE LOCOMOTIVE W/O AUTH,M
29113,ILL MV LOCMTV:POS INJ/DTH,F
29166,MOVE LOCOMOTV POS INJ/DTH,M
29010,PLACE OBJECT ON RR TRACK,F
29011,TAMPER W/RR APPARATUS,M
32020,TRESPASS ON RR TRAIN,M
26040,EVADE RAILROAD FARE,M
29012,INJURE HIGHWAY/BRIDGE,M
29013,THROW INJURIOUS SUBSTANCE,M
29086,THROW INJURIOUS SUBSTANCE,F
29014,INJURE WARNING DEVICES,M
29109,REMOVE/ETC GUIDE POST/ETC,M
29016,DAMAGE/ETC POWER LINES,F
29135,DAMAGE/USE/ETC POWER LINE,M
29150,DAMAGE WIRELES COM DEVICE,M
29101,TAKE WATER FROM CANAL/ETC,M
29167,TAKE WATER FRM CANAL-$950,M
29168,TAKE WATER FRM CANAL$950+,F
29018,INTERFERE WITH POWER LINE,F
29114,PUT NAIL/ETC:WOOD:MFG/ETC,F
32021,CLIMB ON ELECT POWER POLE,M
29020,DAMAGE GAS PIPE OR MAIN,F
29079,UNAUTH REC/ETC CBL TV/ETC,M
29147,KNOWN UNAUTH CBL/ETC CONN,M
29169,PURCH UNAUTH CBL DVC/COMP,M
29148,KNOWN MOD/ETC AUTH DEVICE,M
29170,MAKE MOD CBL ACCESS DVC,M
29133,MFG/ETC DECDR CBL TV/ETC,F
29134,ALT/ETC TRANS/ETC CBL/ETC,M
29091,INTERCPT/DECODE CABLE TV,M
29099,MFG/ETC CABL TV DECOD/ETC,M
29124,MFG/ETC UNATH AIR DEV/ETC,M
29171,POSS IRON/ETC VIOL 593A,M
29138,VANDALISM,M
29110,VANDALISM:DEFACE PROPERTY,M
29111,VANDALISM:DEFACE PROPERTY,F
29071,VANDALISM:DAMAGE PROPERTY,M
29072,VANDALISM:DAMAGE PROPERTY,F
29076,VANDL:DESTROY OTHRS PROP,F
29077,VANDL:DESTROY OTHRS PROP,M
29061,VANDALISM $10000 OR MORE,F
29087,VANDALISM,M
29142,VANDALISM $400 OR MORE,M
29143,VANDALISM $400 OR MORE,F
29149,VANDALISM $10000 OR MORE,M
29144,VANDALISM -$400,M
29156,VANDALISM -$400/PREV CONV,M
29102,SELL SPRAY PAINT TO MINOR,M
29082,MINOR BUY SPRAY PAINT,M
31139,PAINT RET FAIL POST SIGN,M
29100,POSS SPRAY PAINT:POSTED,M
29103,MNR POSS SPRAY PAINT HWY,M
29105,POSS DRILL/ETC:INT:VANDLZ,M
29093,VANDALIZE PLAC OF WORSHIP,F
29145,VANDALIZE PLAC OF WORSHIP,M
29107,VAND CHRCH/ETC:RAC:INTMDT,F
29151,DESTROY CEMETERY PROPERTY,F
29152,DESTROY CEMETERY PROPERTY,M
29172,OBLIT GRAVE/VAULT/CRYPT,M
29173,OBLIT GRAVE/VAULT/CRYPT,F
29174,DESTROY/INJ MORTUARY BLDG,M
29175,DESTROY/INJ MORTUARY BLDG,F
29176,OBSTR CARRYING HUMAN RMNS,M
29177,OBSTR CARRYING HUMAN RMNS,F
53143,PICKETNG TARGETED:FUNERAL,M
29125,DFACE/ETC STRTUR:CHEM/ETC,F
29146,DFACE/ETC STRTUR:CHEM/ETC,M
29129,VANDAL DEFACE PROP:PRIORS,F
34041,POISONING ANIMALS,M
34076,ABUSE:PHYSICAL:ELEPHANTS,M
34054,CRUELTY TO ANIMALS,F
34089,CRUELTY TO ANIMALS,M
34036,CRUELTY TO ANIMAL,M
34067,CRUELTY TO ANIMALS,F
34049,CRUELTY TO ANIMAL,M
34068,CRUELTY TO ANIMALS,F
34062,OWNER/ETC NON-CARE ANIMAL,M
34094,FL PRODUC ANML AT HEARING,I
34095,LIVE ANIMAL MARKET VIOL,I
34091,SELL/ETC ANIMAL PUB W/INJ,M
34096,SELL/ETC ANIMAL IN PUBLIC,I
34092,DISPLY/OFFR ANML FOR SALE,I
34093,DSPLY/OFR ANML SALE W/INJ,M
34051,POSS/TRAIN/ETC:FIGHT DOG,F
34052,CAUSE DOG FIGHT:GAIN/ETC,F
34063,PERMIT/AID/ETC DOG FIGHT,F
34048,PRESENT AT DOG FIGHT,M
34100,ALTERATION CAT CLAWS/ETC,M
34079,ENDANGER ANIMAL:UNATN CAR,I
34080,GBI TO ANIMAL:UNATN CAR,M
34101,POSS/ETC AFTR PR MISD 597,I
34102,POSS/ETC AFTR PR FEL 597,I
34005,INHUMANE TRANSPRT OF ANML,M
34008,ALOW/ETC ANIMAL/BRD FIGHT,M
34103,CAUSE COCK/ETC FIGHT MISD,M
34104,CAUSE COCK/ETC FIGHT W/PR,F
34078,SPECTATOR AT ANIMAL FIGHT,M
34077,POSS COCK W/INTENT:FIGHT,M
34013,IMPOUNDED ANIMAL VIOL,M
34058,FAIL TO CARE FOR ANIMAL,M
34066,POLING A HORSE,M
34105,TRIP W/INT EQUINE SPORT,M
34016,USE LIVE DECOY AT DOG RAC,M
34017,POSSESS BIRD FIGHT EQUIP,M
34018,POSS FIGHTING GAME COCK,M
34019,USE BRISTLE BUR ON ANIMAL,M
34083,FAL MANT SANITARY PETSHOP,M
34084,FAIL PRVD HEAT/VENT:PET,M
34085,FAIL PROVIDE HUMANE CARE,M
34086,SELL/TRADE DISEASE PET,M
34087,INADEQUATE SPACE:PET ANML,M
34106,FL PRVD ANML CARE RECOMM,I
34020,PROMOTE BULLFIGHT,M
34021,DOCK TAIL OF HORSE,M
34088,DOCK TAIL:HORSE/CATTLE,M
34107,VEH REQ EQUINE TRANSPORT,M
34022,REGISTER DOCKED HORSE,M
34023,DRIVE UNREG DOCKED HORSE,M
34024,VIOLATE ANTI-DOCKING LAW,M
34075,ABANDON ANIMAL,M
34040,CONFIND ANIMAL INADQ CARE,M
34108,EUTHAN OF ANML GAS/INJEC,M
34109,EUTHAN DOG/CAT DIOX CHAMB,M
34055,KILL NEWBORN ANIMALS,M
34110,SELL/TRNSP DSBLD ANML OOS,M
34081,SELL DOG UNDER 8 WEEK AGE,I
34082,SELL DOG UNDER 8 WEEK AGE,M
34026,KILL/ETC BIRD IN CEMETERY,M
34069,KILL DOG/CAT:SEL/ETC PELT,M
34065,POSS/ETC DOG/CAT PELT:SEL,M
34111,POSS DOG/CAT CARCASS FOOD,M
34112,POSS/ETC PET CARCASS FOOD,M
34072,HORSE SLAUGHTER FOR MEALS,F
34073,SALE HORSEMEAT FOR MEALS,M
34113,SALE HORSEMEAT FOR MEALS,F
34074,SALE HORSMEAT TO EAT:W/PR,F
34029,LIVE ANIMAL VIOLATION,M
34030,LIVE ANIMAL VIOLATION,M
34031,LIVE ANIMAL VIOLATION,M
34032,LIVE ANIMAL VIOLATION,M
34034,REFUSE TO KILL UNFIT ANML,M
34070,BUY/ETC NONAMBULATRY ANML,M
34114,PROCESS/ETC NONAMBUL ANML,M
34115,HOLD NONAMBUL W/O EUTHAN,M
34116,HOLD NONAMBUL W/O TRTMNT,M
34117,DRAG EQUIP NONAMBUL ANML,M
34118,SELL/SHIP NONAMBUL ANIMAL,M
34119,ACCEPT NONAMBUL FOR TRNSP,M
34045,WILLFUL HARM PO HORSE/DOG,M
34046,HARM PO HORSE OR DOG,F
34047,INTERFERE W/PO ANIMAL,M
34120,PERM DOG TO INJ GUIDE DOG,I
34121,PERM DOG TO INJ GUIDE DOG,M
34071,CAUS INJ/DTH:GUID/ETC DOG,M
34122,INT INJ/DTH SRVC DOG DUTY,M
31229,ADVERTISEMENT:ABORTION,F
32085,TRESPAS:RES/ETC:SBI THRET,F
32087,TRESPS:RES/ETC:SBI THREAT,M
32068,TRESP:RESIDNCE:THREAT SBI,F
32118,TRESPASS RESDNC THRTN SBI,M
32069,TRESP:WRKPLACE THREAT SBI,F
32119,TRESP WORKPLACE THRTN SBI,M
8008,FAIL OBEY ORDER JUV COURT,X
32022,TRESPASSING,M
32023,TRESP:DESTROY STAND TIMBR,M
32024,TRESPASS:REMOVE TIMBER,M
32025,TRESP:INJURE/ETC FREEHOLD,M
32026,TRESPASS:SOIL REMOVAL,M
32027,TRSPAS:REMOV SOIL PUB PRP,M
32028,TRESPASS:DAMAGE SIGN,M
32029,TRESPASS:OYSTER LANDS,M
32092,TRESPASS:POSTED LAND/BLDG,M
32093,TRESPASS:DESTROY FENCE,M
32094,TRESPASS:BUILD FIRES,M
32095,TRESPASS:INJURE PROPERTY,M
32096,TRSPSS:PSTD LND:RFS TO LV,M
32097,TRSPSS:PSTD LND:DSTRY SGN,M
32098,TRSPSS:PSTD LND:TMPR LOCK,M
32099,TRSPS:PSTD LND:DSCH F/ARM,M
32100,TRESPASS:OCC PROP W/O CON,M
32101,TRESPAS:DRIV ON PRIV PROP,M
32102,TRESPAS:REFUSE LEAVE PROP,M
32103,RFUSE GO:PO REQ PRIV PROP,M
32104,RFUSE GO:OWN REQ:PRIV PRO,M
32105,TRESPASS:CLOSED LANDS,M
32106,TRESPASS:REF LV PUB BLG,M
32107,TRESPASS:SKI CLOSED AREA,M
32108,TRESPASS:REF TO LV HOTEL,M
32109,TRESP:FELN REF LV PR PROP,M
32113,TRESP:FELN REF LV PR PROP,M
32110,TRESPASS:AIRPRT OPER AREA,M
32112,TRESPASS:STERILE AREA,M
32120,TRESP REF INSPECT AIRPORT,I
32121,TRESP BATTRD WMN SHELTER,M
32122,TRESPASS INFANT UNIT HOSP,I
32123,TRESPASS INFANT UNIT HOSP,M
32071,TRESPASS PUBLIC BUSINESS,M
32080,OBST/ETC BUSNES:PUB AGNCY,M
32124,INTERFER W/BUS PUB AGENCY,I
33009,OBSTRUCT STUDENT/TEACHER,M
33056,OBST PASSAGE:SCHOOL/ETC,M
32125,TRESP PROP ACADEM RESRCHR,M
32126,ENTER ANML ENCLOSURE ZOO,I
32127,ENTER ANML ENCLOSURE ZOO,M
32128,FLR LODGER VACAT AFTR NTC,I
32063,UNAUTH ENTRY SELL AT AIRP,M
32039,ENTER NONCOMM DWELLING,M
32089,ENTER NONCOMM DWELLING,M
32090,ENT NONCOM DWELL:INCIDENT,M
32074,REFUSE TO LEAVE FAIR,M
32086,SEL/ETC ON BART/ETC NO OK,I
32073,UNAUTH ENTRY POSTED LAND,M
32091,UNAUTH ENTRY POSTED LAND,I
32114,POSS RESIDENT W/O CONSENT,M
32115,ENTER RES W/O OWNER CNSNT,M
29022,FORCIBLE ENTRY:PROP DAMAG,M
29023,INJURE STANDING CROPS/ETC,M
29025,REMOVE BOUNDARY MONUMENT,M
29026,DEFACE MARKS ON MONUMENT,M
29027,REMOVE TREE W/BOUNDRY MRK,M
29029,DAMAGE BRIDGE/ETC,M
29030,TAMPER WITH SIGNAL LIGHT,F
29031,INJURE SURVEY SIGNALS,M
29032,DESTROY LEGAL NOTICE,M
29033,INJURE WRITTEN INSTRUMENT,F
57005,OPEN/PUB ANOTHERS LETTER,M
57007,ALTER TELEGRAPHIC MESSAGE,F
57060,ALTER TELEGRAPHIC MESSAGE,M
29158,DESTROY LE/FIRE MEMORIALS,M
29159,DESTROY LE/FIRE MEMORIALS,F
29034,INJURE WORK OF ART,M
29035,INJURE HISTORICAL OBJECT,M
29140,HARM/DEFACE/ETC CAVES,M
29115,HARM/DEFACE/ETC CAVE,M
29178,DISTURB ARCHEO EVID CAVE,M
29179,KILL/ETC ANML/PLANT CAVE,M
29180,BURN HARMFUL MATRL CAVE,M
29181,RMV MATRL FOUND IN CAVE,M
29182,BREAK/ETC LOCK/ETC CAVE,M
29036,BREAK WATER PIPE/ETC,M
29037,DRAW WATER FR CLOSD WORKS,M
29056,TAMPER W/AIRCRAFT,M
29057,DAMAGE AIRCRAFT,F
29183,DMG/ETC AIRCRAFT UNSAFE,M
29098,TAMPER W/TRANSIT SYSTEM,F
33038,POSS WEAPON AT SCHOOL,F
33055,POSS WEAPON AT SCHOOL,M
33062,POSS WEAPON AT SCHOOL,F
33063,POSS WEAPON AT SCHOOL,M
33064,POSS BOX CUTTER AT SCHOOL,M
33039,POS WPN/ETC:CMPUS:NOT GUN,F
33046,POSS WPN/ETC:CMPS:NOT GUN,M
33058,POS LLWPN/ETC:COLLEGE/UNV,M
33012,DISMSD STUDENT/EMP AT SCH,M
33014,STAY ON CAMPUS W/O CONSNT,M
33040,NONSTUDNT REFUSE LEAV SCH,M
33053,UNAUTH STAY/RET:SCH ZONE,M
33026,DISRUPT SCHOOL ACTIVITIES,M
33035,SEX OFN/ETC:STA/DSRUP SCH,M
33059,REMAIN ON SCH PROP/DISRUP,M
33034,SEX OFF REENTR DISRPT SCH,M
33060,REENTER W/IN 7DAYS/LEAVE,M
33032,SEX OFD/ETC CONT DSRP SCH,M
33061,CONT PATTERN UNAUTH ENTRY,M
33065,THRTN SAFETY PUPIL PRE-8,M
36174,SEX OFR:UNLAW ENTR:SCHOOL,M
33051,DRUG OFNDR REMAN SCH ZONE,M
33066,DRG OFR RENTR SCHL W/I 7,M
33067,DRG OFR CONT PATRN UNAUTH,M
33042,FIREARM AT SCHOOL,F
33057,FIREARM AT PUBLIC SCHOOL,M
33047,DISCHARGE F/ARM:SCH ZONE,F
33048,POS/ETC LOD F/ARM:UNV/ETC,F
33049,POSS/ETC FIREARM:UNIV/ETC,F
52325,WPN POSS PROHIB GROUNDS,F
52373,WPN POSS PROHIB GROUNDS,M
33033,ENTER SCHL GRNDS W/O REG,M
33045,REMAIN/ETC AT SCH W/O REG,M
33068,REMAIN AT SCHL DENIED REG,M
33069,REMAIN AT SCHL REG REVKED,M
33050,VIOLS IN SCHOOL ZONE W/PR,M
31318,PRACT MSSG THRPY W/O CERT,M
8031,HOME DETENTION VIOL:MINOR,X
57010,UNAUTHORIZED WIRETAPPING,F
57061,UNAUTHORIZED WIRETAPPING,M
57011,EAVESDROPPING,F
57051,EAVESDROPPING,M
57028,INTRCP/ETC PHONE TRANSMSN,F
57062,INTERCEPT/ETC CELL COMMUN,M
57026,INTRCEPT/ETC REMOTE PHONE,F
57063,INTRCPT/ETC CRDLSS COMMUN,M
57027,REC/ETC PHONE COMM:UNAPRV,F
57064,RECORD/ETC PHONE COMMUN,M
57012,INVADE PRIVACY:TRESPASS,F
57055,INVADE PRIVACY:TRESPASS,M
57013,SELL EAVESDROPPING DEVICE,F
57065,SELL EAVESDROPPING DEVICE,M
57032,EVSDRP/REC PRIS & LAW/ETC,F
57066,NONELECTR EAVESDROPING,M
57067,NONELECTR EAVESDROPING,F
57038,GET/ETC PUB SAFE RADIOCOM,M
57015,DISCL TELEPH/TELEG MESS,F
57016,OPEN ANTH TELEP/TELEG MSG,F
57068,OPEN ANOTHERS TELE MESSAG,M
57029,UNAUTH ACTS:CABLE TV CORP,M
57030,CABLE TV CO ILL REL INFO,M
57069,CBL UNLAW USE SUBSCR INFO,M
57070,UNLAW DSSMNT SUB INFO GOV,M
57071,FLR MK SUBSCRBR INFO AVLB,M
57072,DISCLOSE RDSHR PRSNL INFO,M
57037,INVAD PRIV:ELEC TRACK DEV,M
57073,FL VERIFY ID PR SELL LIST,M
57074,PRVD SX OFR ACCS MNR INFO,M
57075,USE MNR INFO COMMERC PURP,M
57076,DIST MNR PRSNL INFO ABUSE,M
57077,FL STP DISCL MNR INFO 20+,M
57078,FL MNTN LIST MNR MRKTNG,M
57080,PURCH/ETC CALL PTTRN RCRD,M
57056,INSTALL PEN REG W/O COURT,F
57057,INSTALL PEN REG W/O COURT,M
51027,BRIBE EMPLOYE TO OBT LOAN,F
51028,EMPLOYEE TAKE LOAN COMMIS,F
66104,FAIL PAY:PUB TRANSIT SYS,I
66203,EAT/DRINK PUB TRANSIT SYS,I
66180,SKATEBOARD:PRKG STRUCTURE,I
26532,MISUSE/ETC TRNS SYS TIKET,I
26554,MISUSE/ETC PASS/ETC:TRANS,I
66204,DISTURB/NOISE:PUB TRANSIT,I
66119,PLAY SOUND EQUIP:PUB TRNS,I
66205,SMOKING PROHIBITED AREA,I
66103,SMOKE/ETC PUB TRANSIT SYS,I
66206,SPIT ON PUBLIC TRANS SYS,I
66110,SPIT ON PUBLIC TRANS SYS,I
66207,SKATEBOARD:PRKG STRUCTURE,I
66111,DISTURB PEACE:PUB TRANSIT,I
55223,EXPLOSIVE/ETC:PUB TRANSIT,I
66112,URINATE/ETC:PUB TRANSIT,I
66122,BLOCK MOVEMNT:SYS FAC/VEH,I
66208,FAIL PAY:PUB TRANSIT SYS,I
66218,FAIL PAY PUB TRNST SYS PR,M
26623,MISUSE/ETC PASS/ETC:TRANS,I
66219,MISUSE PASS/ETC TRNST PR,M
26624,MISUSE/ETC TRNS SYS TIKET,I
66220,MISUSE TRNST SYS TICKT PR,M
53142,DISTURB/BEHAVIOR:PUB TRAN,M
55281,EXPLOSIVE/ETC:PUB TRANSIT,M
66210,URINATE/ETC:PUB TRANSIT,M
66211,BLOCK MOVEMNT:SYS FAC/VEH,M
29157,DSTRY FCLITY/VEH:PUB TRAN,M
66098,UNAUTH WRITINGS:PROD/BOX,M
66120,GRAFFITI ON GOVT/ETC PROP,I
66114,GRAFFITI:GOVT FAC/VEH:PR,M
66115,GRAFITI:GOVT FAC/VEH:2+PR,M
66150,GRAFITI:PROP DAMAGE -$250,I
66151,GRAFITI:DAMAGE -$250:W/PR,M
66213,VANDALISM W/I 100 FT HWY,M
29141,GRAFFITI/ETC:FREEWAY/ETC,M
23044,MISUSE VENDING MACHINE,M
23045,MAKE VENDING MACHINE SLUG,M
23046,ILLEGAL USE OF PAY PHONE,M
23047,ILLEGAL USE OF PAY PHONE,M
23048,MAKE PAY PHONE SLUG,M
51029,BRIBE TELEPHONE EMPLOYEE,F
51041,COMMERCIAL BRIBERY $1000+,F
51042,COMMERCIAL BRIBERY -$1000,M
51048,REAL ESTATE BRIBERY,M
31319,DRY CLEANING REQ VIOL,M
23049,THEFT FROM DEAD BODY,M
23075,THEFT FR DEAD BODY $400+,F
66053,DISPOSAL OF FETAL REMAINS,M
31020,SOLICIT CLAIMS,M
31173,SEEK JOB FR INJRD:INVSTGT,M
31096,SOLICIT INJURED PERSON,M
16005,STALKING,M
16012,STALKING,F
16006,STALKNG:TEMP RESTRAIN ORD,F
16013,STALKING W/PR,F
36020,SOLICIT LEWD ACT,M
40016,PROSTITUTION,M
40053,PROSTITUTION PRVD COMPNS,M
40054,PROSTITUTN PRVD COMP MNR,M
53045,BEGGING,M
36021,DISRD CNDCT:LOITER/TOILET,M
32111,DIS CON:LODGE W/O CONSENT,M
53046,DISRD CONDCT:LOITER/NO ID,M
35005,DISORD CONDUCT:UI/DRUG,M
35343,DISORDRLY CONDUCT:TOLUENE,M
64005,DISORD CONDUCT:ALCOHOL,M
64006,DISRD CONDUCT:DRUG W/ALC,M
32082,LOITER/ETC PRIVATE PROP,M
57033,DIS CON:PEEKS INHAB BLDG,M
32083,DIS CON:LODGE W/O CONSENT,M
57045,DIS CON:INVAD PRI:BATHRM,M
57046,INVAD PRIVCY:W/CAMCORD,M
57050,DISORDERLY CON:W/CAMCORD,M
57052,DIS CON:INTIMATE PHOTOS,M
57059,DIS CON:INTEN DIST IMAGE,M
57035,LOOK IN HOLE/ETC:BATH/ETC,M
57040,DIS CON:INVAD:BATHRM/ETC,M
57039,INVAD:W/CAMCORD/ETC,M
57054,DIS CON:PRIVCY BTHRM W/PR,M
57053,DIS CON:INTMT PHOTO MINOR,M
36077,ANNOY/MOLEST CHILDREN -18,M
36280,ANNOY/MOLEST CHILD-18YRS,F
36175,ANNOY/MOL VICT UNDER 18,M
36176,ANNOY/MOL VICT UNDER 18,F
36177,ANOY/MOL VIC BEL'D UND 18,M
36178,ANOY/MOL VIC BEL'D UND 18,F
36113,ANNOY/ETC CHILD:ILL ENTRY,F
36115,ANOY/ETC CHILD -18 W/PR,F
36116,ANOY/ETC CHLD:SPEC PR CNV,F
33025,LOITR ADLT SCH:MOLST PUPL,M
53049,OBSTRUCT PUBLIC PLACE,M
41065,OPEN ALC BEV POSTED PREM,I
25024,MAKE UNAUTH PAPER MONEY,M
25051,MAKE UNAUTH MONEY W/PR,F
25025,MAKE SLUG LIKE U.S. COIN,M
25103,MAKE SLUG LIKE U.S.COIN,M
31021,CAB DRVR TK GUEST WRG HTL,M
31022,INDUCE MISDIRECT HTL GST,M
31182,UNLWFL REFERL:PATIENT/ETC,F
31023,MISUSE FED ORDER STAMPS,M
54077,OPR VESL W/O PROPER EQUIP,M
54658,OPR VSL W/O PROPER EQUIP,I
54551,UNAUTH USE:BLUE LIGHT,M
54651,VESSEL BLU LGT:RED SPEED,I
31024,TATTOO PERSON UNDER 18,M
66221,RLS ELECTR CONDCTV BALLON,I
66222,RLS ELECTR CONDCTV BALLON,M
57049,HARASS/ETC/PUB PRSNL INFO,M
40029,LOITER:INT:PROSTITUTION,M
40036,SUPV/ETC PROSTITUTION,M
40048,RECEIVE PROCEED:PROSTITUT,M
26242,FALSE IMMIGRATION MATTER,M
66223,DSSMNT COMMERC RECORDING,M
66224,DSSMNT COMMERC RCRDNG MNR,I
66225,DSSMNT COMMERC RCRDNG MNR,M
36179,SEX OFR:LOITER AT SCHOOL,M
36245,LOITERING AT SCHOOL,M
36265,SX OFR:UNLAW ENT:ELDR FAC,M
36180,SX OFR:UNLAW ENT:ELDR FAC,M
36262,ADVIS FAC ADMN:REG SEX OF,M
31025,SELL MNG MACH W/O BILL/SA,M
46022,SOLICIT CRIMINAL ACTS,F
46036,SOLICIT SPEC CRIMNAL ACTS,M
46023,SOLICIT TO COMMIT MURDER,F
46024,SOLICIT SEX ACTS,F
46026,SOLICIT HS ACTS,M
46027,SOLICIT HS ACTS W/PR,F
46041,SOLICIT H&S ACTS W/PR,F
46048,SLCIT COMM HLTH CARE FRD,M
46049,SLCIT COMM HLTH CARE FRD,F
46050,SLCIT COMMIT CMPTR FRAUD,M
46051,SOLICIT ASSIST CMPTR FRD,M
53051,LOITER WHERE CHILD PRSENT,M
26257,TRANSF SND RECORD:SEL/ETC,M
26338,TRNSF SND REC:INT:SEL/ETC,F
26360,TRNSP ILL SOUND REC:GAIN,M
26280,SELL/ETC ILLEGAL SND W/PR,F
26370,SEL/ETC:TRANSF SND REC:PR,F
26371,SEL/ETC ILL TRNSF SND REC,M
55063,LEAVE SKI ACCIDENT SCENE,I
43039,SOLCT/ETC MNR SPEC FELONY,F
52007,POSSESS SWITCHBLADE KNIFE,M
53078,ANNOYING PHONE CALLS,M
53107,ANNOYING REPEAT CALLS:RES,M
53138,W/INTENT/ANNY/HARRASS:PHN,M
53127,ANOY SPOS/ETC:WK:10+ CALL,M
57021,INSTALL TWO-WAY MIRROR,M
62056,IMPRT/ETC SPEC DEAD ANIML,M
62198,IMPORT/ETC DEAD CRC/ALGTR,M
62052,SEL/ETC SPEC DEAD SPECIES,M
62053,IMPORT/SELL/ETC DEAD SEAL,M
62054,SELL/ETC ENDANGERD SPECIE,M
26223,TRNSP/ETC RCRDNG:LIV PERF,M
26224,TRNSP/ETC REC:LIV PERF:PR,F
26225,TRNSP/ETC RCRDNG:LIV PERF,F
53121,DSRUP/ETC CB/ETC:EMRG:SBI,F
53124,DSRUP/ETC CB/ETC:EMRGENCY,M
26234,LIVE RECORDING VIOLATION,F
26235,LIVE RECORDING VIOLATION,M
26334,UNAUTH RECRD/ETC LIVE ACT,F
26240,FAIL DSCLS ORIGIN:REC/ETC,F
26241,FAIL DISCLS ORIGN:REC/ETC,M
26262,AD:REC/ETC W/O ORIGN:W/PR,F
26347,FAIL DISCLS ORIGN:RECRDNG,M
26348,FAIL DISCL ORIGN:RECRD:PR,F
53128,ANNOYING/ETC CALLS TO 911,M
53139,USE/ALLOW 911 CALL:NO EME,I
26581,UNAUTH RECRD DEVICE:MOVIE,M
